,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,price_above_median
4556,1.468,47,1.680773881499395,1.0544135429262391,2860.0,3.4582829504232167,34.06,0
4559,3.5735,30,4.782089552238806,0.9611940298507464,1130.0,3.373134328358209,32.82,0
4561,2.6429,24,3.981958762886598,1.0077319587628866,1807.0,4.657216494845361,33.91,0
4563,2.7002,6,4.149245388485188,1.179988820570151,4092.0,2.287311347121297,34.05,0
4564,3.915,28,5.652941176470589,1.123529411764706,1565.0,4.602941176470588,34.08,0
4566,2.0388,26,5.586466165413534,1.1334586466165413,1972.0,3.706766917293233,34.11,0
4569,4.1276,13,4.429936305732484,0.963375796178344,1749.0,2.785031847133758,33.81,0
4570,4.3636,28,6.138020833333333,1.0625,1162.0,3.0260416666666665,34.67,0
4571,1.6221,41,3.82560706401766,1.086092715231788,1776.0,3.9205298013245033,34.0,0
4572,2.7254,25,3.796597061098221,1.099767981438515,4983.0,3.853828306264501,34.08,0
4581,2.9643,41,4.828877005347594,1.0909090909090908,1146.0,3.064171122994652,33.91,0
4589,2.5898,35,4.636879432624114,1.073758865248227,2328.0,3.302127659574468,33.75,0
4590,2.9076,52,4.386609071274298,1.0928725701943844,1191.0,2.572354211663067,33.87,0
4593,1.9309,31,3.8973029045643153,1.1431535269709543,3288.0,3.4107883817427385,33.94,0
4596,3.8304,35,5.647163120567376,0.9645390070921984,1858.0,3.294326241134752,34.1,0
4598,3.6023,37,4.2629969418960245,0.9571865443425076,1111.0,3.397553516819572,34.3,0
4600,4.775,35,5.073558648111332,1.083499005964215,1850.0,3.677932405566601,34.24,0
4603,4.3651,2,6.621134020618556,1.1108247422680413,1232.0,3.1752577319587627,33.61,0
4604,2.5536,37,4.344086021505376,1.125448028673835,1403.0,5.028673835125448,33.97,0
4605,3.8194,21,4.791773778920309,0.9974293059125964,1498.0,3.8508997429305913,32.71,0
4606,2.7083,25,5.613293051359516,1.105740181268882,1311.0,3.960725075528701,34.01,0
4612,1.8103,26,4.0602409638554215,1.0705679862306368,2067.0,3.557659208261618,32.74,0
4617,3.6227,33,5.633136094674557,1.014792899408284,1366.0,4.041420118343195,34.1,0
4619,1.947,24,3.88077336197637,1.045112781954887,2002.0,2.1503759398496243,32.64,0
4620,2.5833,30,4.546719681908549,1.0556660039761432,1796.0,3.570576540755467,34.1,0
4621,4.0921,20,5.577608142493639,1.0330788804071247,1766.0,4.493638676844784,32.69,0
4624,2.8347,34,5.835365853658536,1.1097560975609757,1564.0,4.7682926829268295,34.04,0
4628,2.2287,29,3.707865168539326,1.1146067415730336,882.0,1.9820224719101125,32.76,0
4632,4.0625,11,5.714285714285714,0.9933035714285714,952.0,2.125,33.15,0
4634,2.8472,35,4.399361022364217,1.1182108626198084,792.0,2.5303514376996805,32.83,0
4638,2.5763,28,3.4306451612903226,1.0080645161290325,3160.0,5.096774193548387,34.06,0
4640,1.3373,18,2.745920745920746,1.020979020979021,1377.0,3.2097902097902096,32.79,0
4642,5.2671,17,5.860215053763441,0.974910394265233,960.0,3.4408602150537635,32.73,0
4643,2.35,15,6.337175792507205,1.3054755043227666,899.0,2.590778097982709,37.7,0
4647,2.6848,26,4.5942684766214175,1.0950226244343892,888.0,1.339366515837104,33.61,0
4651,4.0625,48,5.961538461538462,1.0532544378698223,1020.0,3.0177514792899407,33.96,0
4656,1.4413,41,2.547008547008547,1.1025641025641026,2931.0,4.175213675213676,34.05,0
4657,2.0673,37,4.083018867924529,1.109433962264151,1146.0,4.324528301886793,32.69,0
4658,3.0972,40,5.463157894736842,1.0736842105263158,330.0,3.473684210526316,33.88,0
4660,2.4375,49,4.024390243902439,0.9420731707317072,1405.0,4.283536585365853,34.08,0
4661,5.1187,36,4.816770186335404,0.922360248447205,1100.0,3.4161490683229814,33.91,0
4664,2.6973,31,5.129985228951256,1.0664697193500738,2098.0,3.098966026587888,32.74,0
4665,4.1645,14,5.941935483870968,0.9806451612903224,1914.0,4.116129032258065,32.7,0
4668,2.8837,38,4.240641711229946,1.032085561497326,601.0,3.213903743315508,33.83,0
4671,3.6071,7,4.887774594078319,1.0687679083094557,5271.0,2.517191977077364,33.9,0
4672,3.205,7,5.609427609427609,1.0695847362514028,2764.0,3.102132435465769,34.48,0
4674,3.2679,30,3.9,1.125,77.0,1.925,32.77,0
4676,4.2292,33,5.841911764705882,1.1286764705882353,853.0,3.136029411764706,34.99,0
4677,4.036,5,13.885901162790695,2.851017441860465,2880.0,2.0930232558139537,33.75,0
4678,2.0881,24,5.078407720144753,1.1097708082026538,1283.0,1.547647768395657,33.71,0
4679,3.15,26,4.724691358024692,1.0049382716049382,3367.0,4.156790123456791,34.04,0
4681,1.2083,22,4.00709219858156,1.148936170212766,692.0,4.907801418439717,32.79,0
4682,2.5949,12,4.385895404120443,1.1362916006339143,3112.0,2.465927099841521,32.82,0
4683,2.3611,30,3.4295302013422817,1.0268456375838926,1152.0,7.731543624161074,34.06,0
4684,4.2321,9,6.357808857808858,1.027972027972028,3015.0,3.513986013986014,34.02,0
4686,3.2375,36,5.058181818181819,1.029090909090909,1025.0,3.727272727272727,34.01,0
4690,2.1786,33,3.153409090909091,0.9375,612.0,3.477272727272727,33.13,0
4692,3.2131,4,4.373493975903615,1.1506024096385543,1250.0,1.882530120481928,34.05,0
4693,2.8077,31,4.17910447761194,1.1044776119402986,1718.0,6.41044776119403,33.74,0
4694,3.1621,6,3.939516129032258,1.0766129032258065,1584.0,3.193548387096774,34.09,0
4695,2.5,22,3.7587354409317806,1.054908485856905,1213.0,2.0183028286189684,32.8,0
4699,1.5846,46,4.375838926174497,1.0671140939597314,1766.0,2.9630872483221475,33.99,0
4700,1.5536,39,3.2965931863727453,1.0961923847695392,1339.0,2.6833667334669338,33.77,0
4704,5.0,21,3.0625,0.875,29.0,1.8125,33.76,0
4705,2.6673,38,4.608365019011407,1.0342205323193916,1129.0,4.29277566539924,33.99,0
4706,1.6319,28,2.53232462173315,1.1127922971114168,3199.0,4.400275103163686,34.05,0
4709,2.8977,19,5.072674418604652,1.186046511627907,2818.0,4.09593023255814,34.09,0
4710,3.275,32,5.5767790262172285,1.146067415730337,774.0,2.898876404494382,34.58,0
4711,4.5662,33,5.746835443037975,1.0284810126582278,768.0,2.430379746835443,32.8,0
4715,2.6429,18,5.184322033898305,0.9872881355932204,1573.0,3.332627118644068,32.81,0
4717,3.9219,35,4.76948051948052,0.9935064935064936,1285.0,4.172077922077922,34.03,0
4719,2.2989,26,4.48411214953271,1.1682242990654206,2654.0,4.960747663551402,33.7,0
4720,3.3261,30,4.62993762993763,0.9854469854469856,1961.0,4.076923076923077,34.08,0
4721,2.0703,46,3.773413897280967,1.0785498489425982,1607.0,4.854984894259819,34.02,0
4723,2.0109,15,7.124542124542124,1.9633699633699635,515.0,1.8864468864468864,33.4,0
4725,2.5101,15,4.148063781321184,1.1753986332574031,1385.0,3.154897494305239,32.75,0
4729,1.7472,25,4.594017094017094,1.017094017094017,434.0,1.8547008547008548,32.6,0
4730,1.2273,41,3.3380681818181817,0.9659090909090908,1241.0,3.5255681818181817,33.96,0
4734,2.1062,26,3.6942148760330578,1.0764462809917354,2582.0,5.3347107438016526,34.26,0
4735,2.1,41,3.4976076555023923,1.0370813397129186,2751.0,3.29066985645933,34.19,0
4740,1.6302,32,3.1828703703703702,1.037037037037037,1698.0,3.9305555555555554,34.02,0
4743,3.0978,28,4.937751004016064,0.9879518072289156,1230.0,2.469879518072289,34.08,0
4749,0.8438,17,2.9079754601226995,1.0337423312883436,971.0,1.4892638036809815,34.15,0
4751,2.7098,47,4.330601092896175,1.147540983606557,949.0,2.592896174863388,34.13,0
4752,3.375,46,5.24223602484472,0.9130434782608696,423.0,2.627329192546584,32.66,0
4753,2.1687,41,3.2524038461538463,0.9110576923076924,1536.0,3.692307692307693,34.1,0
4754,2.0893,46,4.381818181818182,0.9333333333333332,411.0,2.4909090909090907,33.92,0
4755,2.2308,34,4.235690235690235,1.0286195286195283,1317.0,2.217171717171717,32.75,0
4756,2.85,38,5.0893470790378,1.0893470790378006,1080.0,3.711340206185567,32.68,0
4758,2.375,35,4.440329218106996,1.0164609053497942,1055.0,4.341563786008231,33.9,0
4759,2.1136,23,4.1625,0.8875,580.0,3.625,32.8,0
4762,3.0635,8,3.4807121661721068,1.0074183976261128,3842.0,5.700296735905044,33.75,0
4763,1.4514,38,5.78,1.205,877.0,4.385,33.97,0
4764,2.6812,34,4.77972027972028,1.006993006993007,1183.0,4.136363636363637,33.89,0
4765,2.9643,37,5.316326530612245,1.086734693877551,699.0,3.566326530612245,33.89,0
4766,3.1442,50,4.507692307692308,1.0038461538461538,685.0,2.6346153846153846,34.02,0
4768,1.4625,47,4.201117318435754,1.0446927374301676,1168.0,3.2625698324022347,33.97,0
4770,2.125,32,5.814338235294118,1.3088235294117647,1358.0,2.4963235294117645,34.12,0
4774,2.3438,37,5.862903225806452,1.0524193548387095,761.0,3.068548387096774,34.14,0
4777,1.9893,19,4.083499005964215,1.0944333996023856,2971.0,2.9532803180914518,32.79,0
4781,3.4609,35,5.234567901234568,1.017283950617284,1375.0,3.3950617283950617,34.1,0
4782,1.4511,46,5.230769230769231,1.120879120879121,476.0,5.230769230769231,34.06,0
4783,1.432,44,4.04915514592934,1.1136712749615976,2182.0,3.351766513056836,34.0,0
4786,2.3236,21,3.6583990980834273,1.0811724915445322,3528.0,3.9774520856820734,34.07,0
4788,1.7411,35,5.369158878504673,1.294392523364486,909.0,4.247663551401869,33.93,0
4791,3.0432,29,5.301824212271973,1.0480928689883913,1722.0,2.855721393034826,33.94,0
4794,4.6731,36,4.945454545454545,0.9854545454545456,909.0,3.3054545454545456,33.91,0
4796,2.0871,20,3.5859154929577466,0.9971830985915492,1548.0,4.3605633802816905,33.64,0
4797,2.5156,24,5.264928511354079,1.0689655172413792,3132.0,2.6341463414634148,34.07,0
4798,4.9239,35,5.975609756097561,0.9796747967479674,885.0,3.597560975609756,34.12,0
4801,4.3428,20,5.797362110311751,1.023980815347722,2983.0,3.57673860911271,33.2,0
4811,2.6991,30,4.336448598130841,1.074766355140187,913.0,4.266355140186916,33.96,0
4813,1.3973,47,4.796875,1.193359375,1653.0,3.228515625,34.12,0
4816,4.6674,16,5.722154222766218,1.0208078335373316,2188.0,2.6780905752753976,32.84,0
4817,2.3462,42,3.75,1.0101626016260163,2191.0,4.453252032520325,34.01,0
4818,2.4135,48,4.207407407407407,1.0740740740740742,559.0,4.140740740740741,34.18,0
4819,4.775,14,6.235915492957746,1.0598591549295775,1046.0,3.683098591549296,32.72,0
4821,4.8958,21,9.01219512195122,1.524390243902439,199.0,2.426829268292683,34.07,0
4823,2.1935,31,4.794029850746269,1.0567164179104478,1049.0,3.1313432835820896,34.16,0
4825,2.6538,42,3.6193771626297577,0.9930795847750864,1218.0,4.214532871972319,33.94,0
4827,2.2115,19,5.242816091954023,1.0847701149425288,1717.0,2.4669540229885056,33.74,0
4833,4.7589,16,5.200923787528868,1.02540415704388,4429.0,3.409545804464973,34.01,0
4836,4.7981,16,6.408536585365853,1.0670731707317074,1003.0,3.057926829268293,33.54,0
4843,1.7945,50,2.6533333333333333,0.9777777777777776,2183.0,3.234074074074074,34.08,0
4844,4.2721,18,5.795148247978437,1.0467205750224615,3716.0,3.338724168912848,33.87,0
4845,2.693,37,4.278925619834711,1.0650826446280992,1936.0,2.0,32.75,0
4846,2.1848,16,5.939733707077785,1.2319551506657322,2711.0,1.89978976874562,33.71,0
4848,2.1465,22,4.430485762144054,1.1032942490228923,4523.0,2.5254048017867112,34.15,0
4849,1.8438,45,4.996350364963504,1.281021897810219,1046.0,3.8175182481751824,34.12,0
4851,3.6531,18,5.642638036809816,1.0644171779141105,1820.0,2.791411042944785,33.79,0
4855,5.128,25,6.045180722891566,0.9066265060240964,1135.0,3.4186746987951806,32.78,0
4856,3.1884,25,5.188630490956072,1.073643410852713,2166.0,2.798449612403101,33.84,0
4858,4.2386,18,9.119158878504672,1.6705607476635511,1388.0,3.2429906542056077,34.28,0
4863,3.175,37,5.337110481586402,1.0368271954674222,1052.0,2.9801699716713883,34.89,0
4865,3.7361,5,6.202150537634409,1.219354838709677,1396.0,3.0021505376344084,34.41,0
4870,4.3723,19,5.956030150753769,1.048994974874372,2903.0,3.646984924623116,33.93,0
4873,3.8583,11,5.186653771760155,1.1218568665377175,2783.0,2.691489361702128,34.24,0
4879,2.32,7,3.939873417721519,1.0651898734177214,5410.0,3.4240506329113924,33.15,0
4883,5.2849,16,5.907303370786517,0.9775280898876404,1305.0,3.665730337078652,34.02,0
4886,2.4596,35,2.872549019607843,1.068627450980392,1741.0,4.267156862745098,33.99,0
4887,2.0304,51,4.64203233256351,1.0623556581986142,1355.0,3.1293302540415704,34.02,0
4889,3.2062,6,4.809847198641766,1.066213921901528,1717.0,2.9151103565365024,34.05,0
4895,4.023,35,5.217798594847775,1.0843091334894617,1558.0,3.648711943793911,33.91,0
4897,3.2174,15,7.370967741935484,1.4475806451612905,955.0,3.850806451612903,32.68,0
4901,2.8235,34,4.065759637188209,1.08843537414966,1722.0,3.9047619047619047,33.8,0
4905,2.8728,8,3.7091503267973858,1.0468409586056644,1742.0,1.89760348583878,32.91,0
4906,4.8125,15,6.164179104477612,1.0298507462686568,440.0,3.283582089552239,33.87,0
4908,2.325,35,3.163265306122449,1.0426716141001855,2212.0,4.103896103896104,33.98,0
4909,2.6734,26,4.238938053097345,1.1880530973451326,2340.0,2.588495575221239,33.97,0
4913,2.065,19,4.3273415326395455,1.0898770104068118,3045.0,2.880794701986755,32.8,0
4914,3.37,36,4.96013018714402,1.045565500406835,3093.0,2.5166802278275022,32.72,0
4915,1.2286,28,3.080808080808081,0.9873737373737372,1286.0,3.2474747474747474,32.75,0
4917,3.1319,2,5.473090277777778,1.0980902777777777,2489.0,2.1605902777777777,33.7,0
4918,3.7188,37,6.237226277372263,1.0145985401459854,744.0,2.7153284671532845,34.16,0
4920,2.9063,33,5.252918287937743,1.0311284046692606,1251.0,4.867704280155642,34.08,0
4921,2.5068,26,4.2406931964056485,1.0673940949935816,4066.0,2.609756097560976,33.86,0
4922,2.1638,26,4.839655172413793,1.0862068965517242,1785.0,3.077586206896552,32.78,0
4924,1.8571,40,2.808049535603715,1.0804953560371515,1426.0,4.414860681114551,34.05,0
4925,1.2315,43,4.053191489361702,1.0957446808510638,854.0,4.542553191489362,33.98,0
4926,2.3029,45,4.472602739726027,1.1369863013698631,3117.0,5.337328767123288,34.18,0
4927,2.875,17,4.417040358744394,1.0448430493273542,811.0,3.636771300448431,32.56,0
4930,3.4211,34,4.882716049382716,1.058641975308642,1356.0,4.185185185185185,33.91,0
4932,2.9386,18,4.895196506550218,1.1379912663755458,4028.0,3.517903930131004,34.06,0
4936,1.1194,27,2.772727272727273,1.1301652892561984,844.0,1.743801652892562,33.98,0
4941,2.5263,48,5.108433734939759,1.068273092369478,1357.0,2.7248995983935744,34.01,0
4944,4.5179,25,5.40117994100295,1.0176991150442478,809.0,2.3864306784660765,33.81,0
4945,4.7426,16,6.240196078431373,1.0514705882352942,1683.0,4.125,33.14,0
4947,5.2596,16,6.056710775047259,1.0226843100189036,1818.0,3.436672967863894,33.02,0
4949,2.4914,30,3.6728971962616814,0.9976635514018692,1857.0,4.338785046728972,34.08,0
4950,3.9559,42,4.6528662420382165,0.961783439490446,986.0,3.140127388535032,33.88,0
4956,2.9107,7,5.545454545454546,1.0984848484848484,431.0,3.265151515151515,34.06,0
4957,1.9719,42,3.6945812807881775,1.0328407224958949,2588.0,4.249589490968801,34.03,0
4963,4.0484,15,5.389915966386555,1.0873949579831932,1414.0,2.376470588235294,33.8,0
4967,3.1917,35,3.908759124087591,1.0583941605839415,1412.0,5.153284671532846,33.89,0
4969,2.1908,37,3.66990291262136,0.8932038834951457,503.0,4.883495145631068,34.05,0
4970,3.89,36,5.805471124620061,1.0699088145896656,1593.0,4.8419452887538,33.72,0
4974,1.8636,21,4.856777493606138,1.143222506393862,1133.0,2.89769820971867,35.13,0
4976,3.2368,8,4.602102102102102,1.039039039039039,1440.0,2.1621621621621623,34.07,0
4977,2.625,41,3.1154791154791157,0.977886977886978,1887.0,4.636363636363637,34.05,0
4978,3.5938,46,4.731543624161074,1.1208053691275168,655.0,4.395973154362416,34.04,0
4979,3.4402,40,4.60381861575179,0.9952267303102624,1780.0,4.248210023866348,33.93,0
4984,1.6232,7,4.993464052287582,1.144880174291939,2049.0,2.2320261437908497,34.49,0
4986,2.0243,18,4.5293132328308205,1.169179229480737,1611.0,2.698492462311558,34.51,0
4987,0.922,15,6.287671232876712,1.3013698630136987,160.0,2.191780821917808,33.36,0
4988,3.8869,10,7.104854368932039,1.2621359223300972,1476.0,2.8660194174757283,33.68,0
4994,1.448,37,4.327433628318584,1.0265486725663715,1316.0,3.882005899705015,34.06,0
4995,2.07,52,4.205387205387205,1.0336700336700335,1223.0,4.117845117845118,34.04,0
4997,3.1384,46,5.627249357326479,1.0874035989717223,866.0,2.2262210796915167,33.95,0
4998,4.0774,35,5.225388601036269,0.9922279792746114,1388.0,3.5958549222797926,33.92,0
4999,3.375,52,5.1807780320366135,1.0045766590389016,1031.0,2.359267734553776,34.08,0
5000,4.2109,14,4.98974358974359,1.1871794871794872,1205.0,3.08974358974359,32.93,0
5001,2.7031,41,3.635514018691589,0.9532710280373832,455.0,4.252336448598131,34.05,0
5004,2.5211,46,3.684793554884189,1.0755287009063443,4153.0,4.182275931520644,34.11,0
5007,1.9722,34,4.28695652173913,1.0765217391304347,1172.0,2.0382608695652173,37.36,0
5012,5.7049,9,6.699570815450644,1.0858369098712446,731.0,3.1373390557939915,34.66,0
5014,2.8274,43,4.080733944954129,1.0091743119266054,1598.0,2.932110091743119,33.99,0
5015,4.3714,23,6.202672605790646,1.042316258351893,1456.0,3.242761692650334,32.7,0
5017,5.282,24,5.918495297805642,1.0,950.0,2.9780564263322886,32.85,0
5019,1.7301,5,3.1649122807017545,1.08187134502924,3148.0,3.68187134502924,32.56,0
5020,3.5192,24,5.909706546275395,1.0948081264108351,726.0,1.6388261851015802,33.01,0
5022,1.6027,38,3.6452905811623246,0.995991983967936,2110.0,4.228456913827655,33.97,0
5025,3.2699,34,4.828859060402684,1.0973154362416109,708.0,2.3758389261744965,34.69,0
5026,3.6607,38,4.766467065868263,0.9520958083832336,679.0,4.065868263473054,33.9,0
5027,2.475,43,3.8666666666666663,0.9666666666666668,416.0,3.466666666666667,34.06,0
5028,1.942,31,4.3116057233704295,0.9984101748807632,1519.0,2.414944356120827,33.74,0
5032,4.0625,52,3.645161290322581,0.9301075268817204,791.0,4.252688172043011,34.11,0
5034,1.5561,35,4.139931740614334,1.2201365187713311,1920.0,3.2764505119453924,34.11,0
5035,2.3205,29,4.636513157894737,1.0476973684210529,1683.0,2.768092105263158,34.1,0
5036,3.2841,24,5.137176938369781,1.0337972166998013,1869.0,3.7157057654075545,34.13,0
5037,2.2725,39,3.421052631578948,1.024561403508772,723.0,2.536842105263158,34.05,0
5038,3.8147,19,5.024813895781637,1.0272952853598014,1663.0,4.126550868486352,33.14,0
5040,2.1394,15,4.134674922600619,1.1207430340557276,1800.0,2.7863777089783284,32.75,0
5041,2.6561,14,3.076837416481069,1.066815144766147,6799.0,3.785634743875278,33.75,0
5042,2.0,44,4.760479041916168,1.083832335329341,716.0,4.287425149700598,33.94,0
5043,5.2162,35,5.417827298050139,0.9944289693593314,1227.0,3.417827298050139,33.95,0
5046,3.2188,52,5.281456953642384,1.076158940397351,823.0,2.725165562913907,33.97,0
5047,4.6793,27,5.757575757575758,0.9494949494949496,1089.0,3.6666666666666665,32.62,0
5050,1.2175,52,2.890909090909091,1.12,1118.0,4.065454545454545,34.01,0
5051,1.8388,49,3.651828298887122,1.206677265500795,1105.0,1.7567567567567568,33.77,0
5054,2.4861,36,4.655555555555556,1.1666666666666667,722.0,4.011111111111111,33.88,0
5055,2.1447,43,4.4526315789473685,1.0421052631578946,946.0,3.319298245614035,32.79,0
5056,4.8304,32,4.929648241206031,0.9723618090452262,1274.0,3.201005025125628,33.95,0
5058,4.4946,24,5.294896030245747,1.0472589792060492,2064.0,3.9017013232514177,34.08,0
5059,5.5551,9,6.709507042253521,1.0651408450704225,1518.0,2.672535211267605,35.55,0
5062,2.444,17,3.921158487530169,1.0852775543041029,5032.0,4.04827031375704,33.71,0
5063,1.8958,28,4.782178217821782,1.042079207920792,1156.0,2.8613861386138613,34.68,0
5065,6.2558,16,6.140540540540541,1.0594594594594595,481.0,2.6,32.76,0
5066,3.57,28,5.488033298647243,1.0312174817898023,3727.0,3.878251821019771,32.71,0
5069,3.8201,22,5.01119104716227,1.0223820943245403,5587.0,4.466027178257394,34.02,0
5076,2.773,20,3.8841405508072175,1.2070275403608737,2824.0,2.6818613485280154,34.2,0
5077,3.6042,28,3.723529411764706,0.8058823529411765,525.0,3.088235294117647,32.7,0
5080,5.0311,14,5.872817955112219,1.0124688279301746,1883.0,4.695760598503741,32.58,0
5081,1.4115,52,3.3505747126436782,0.9022988505747126,730.0,4.195402298850575,34.03,0
5082,2.6635,18,3.1538461538461537,1.1538461538461535,812.0,3.67420814479638,33.75,0
5089,4.6111,23,6.106349206349206,0.9650793650793652,1621.0,2.573015873015873,34.15,0
5091,3.0987,43,5.20935412026726,1.0846325167037862,1732.0,3.8574610244988863,33.92,0
5092,2.1071,52,4.228915662650603,0.9879518072289156,1036.0,4.160642570281125,34.03,0
5093,2.1776,46,3.97737556561086,1.1447963800904977,1010.0,4.570135746606335,34.01,0
5095,2.9161,19,4.86080586080586,0.9688644688644688,2852.0,2.611721611721612,32.82,0
5096,1.6597,36,3.89010989010989,0.989010989010989,1136.0,4.1611721611721615,33.96,0
5097,3.4083,34,4.72822299651568,1.0801393728222997,1042.0,3.6306620209059233,33.98,0
5100,3.975,18,3.9081632653061225,0.9591836734693876,487.0,4.969387755102041,33.8,0
5101,1.4828,21,3.697132616487455,1.0913978494623655,1686.0,3.021505376344086,32.75,0
5102,2.3641,30,3.9642058165548097,1.1185682326621924,1389.0,3.1073825503355703,32.74,0
5107,1.6355,31,2.338957055214724,1.1196319018404908,2510.0,3.8496932515337434,34.05,0
5108,3.305,35,3.630952380952381,0.9563492063492064,1153.0,4.575396825396825,33.92,0
5111,2.5238,32,5.063106796116505,1.1116504854368932,1355.0,3.2888349514563107,34.07,0
5120,3.0577,41,4.854838709677419,1.0161290322580645,1002.0,4.040322580645161,33.99,0
5121,2.3716,52,3.9415730337078654,1.0157303370786517,1849.0,4.155056179775281,34.03,0
5122,1.875,24,3.4392265193370166,1.0386740331491713,1230.0,3.3977900552486187,32.75,0
5123,2.2083,52,4.107438016528926,1.0909090909090908,547.0,4.520661157024794,34.03,0
5124,2.0694,33,3.344519015659955,1.0604026845637584,1272.0,2.8456375838926173,33.97,0
5126,3.3125,42,3.938697318007663,1.0651340996168583,1369.0,5.245210727969349,33.94,0
5127,2.6292,32,4.581005586592179,1.0921787709497206,1312.0,3.664804469273743,34.13,0
5129,2.2396,44,4.670967741935484,1.0129032258064516,861.0,2.7774193548387096,33.98,0
5130,1.9667,44,4.866197183098592,1.091549295774648,613.0,4.316901408450704,34.04,0
5131,6.0266,8,6.466275659824047,1.0205278592375366,777.0,2.278592375366569,32.83,0
5132,1.9189,28,3.097560975609756,1.0540069686411149,2184.0,3.804878048780488,34.06,0
5133,2.6094,19,14.740437158469945,3.333333333333333,981.0,2.680327868852459,34.26,0
5137,3.2708,40,6.857142857142857,1.0,46.0,3.2857142857142856,34.1,0
5138,1.6094,43,3.678571428571429,1.042857142857143,445.0,3.1785714285714284,32.67,0
5140,2.53,45,4.864583333333333,1.1875,893.0,4.651041666666667,34.06,0
5141,4.4167,40,4.973544973544974,0.9973544973544972,1229.0,3.251322751322751,33.9,0
5142,2.2138,49,5.058375634517766,1.131979695431472,1052.0,2.67005076142132,33.98,0
5143,3.0687,34,4.08029197080292,1.0145985401459854,532.0,3.883211678832117,33.94,0
5145,5.5787,42,6.306451612903226,1.0806451612903225,602.0,3.236559139784946,33.93,0
5150,1.6977,10,5.042962962962963,1.2666666666666666,1656.0,2.453333333333333,34.1,0
5152,3.1062,11,5.140302613480055,1.0412654745529573,2212.0,3.0426409903713894,33.23,0
5153,6.2715,20,6.90990990990991,1.0585585585585586,871.0,3.923423423423424,32.78,0
5154,2.7734,34,3.0472103004291844,0.8798283261802575,1134.0,4.866952789699571,33.94,0
5155,3.2723,39,4.474226804123711,1.041237113402062,800.0,2.7491408934707904,34.14,0
5162,3.5954,13,5.387195121951219,1.0416666666666667,2870.0,2.9166666666666665,34.04,0
5164,4.2621,4,3.534942820838628,1.0381194409148666,1309.0,1.6632782719186785,32.78,0
5165,3.4912,7,8.355308219178083,1.5547945205479452,2933.0,2.511130136986301,34.85,0
5167,1.8814,43,3.866220735785953,0.9732441471571908,1074.0,3.591973244147157,33.95,0
5168,2.1354,44,4.613157894736842,1.018421052631579,1165.0,3.0657894736842106,34.0,0
5169,2.5863,30,5.027496382054993,1.0636758321273516,1674.0,2.422575976845152,34.04,0
5171,3.2344,14,5.248730964467005,1.1243654822335023,2026.0,2.571065989847716,34.08,0
5173,0.536,4,14.0,3.333333333333333,9.0,3.0,34.14,0
5177,4.0096,35,5.4366925064599485,1.0310077519379846,1659.0,4.286821705426356,33.96,0
5178,2.7028,29,4.828326180257511,1.1373390557939915,1760.0,2.5178826895565094,34.03,0
5181,4.0461,37,4.739669421487603,1.0661157024793388,742.0,3.066115702479338,33.9,0
5182,1.6505,50,3.8387650085763294,1.1543739279588336,2247.0,3.8542024013722127,34.01,0
5183,2.5212,21,5.897923875432526,1.3350634371395618,3623.0,2.0893886966551327,33.82,0
5185,3.4659,31,5.144288577154309,1.0160320641282563,1198.0,2.400801603206413,32.78,0
5186,1.9176,24,4.23469387755102,0.9693877551020408,279.0,1.423469387755102,33.02,0
5187,4.1767,34,5.356060606060606,0.9962121212121212,983.0,3.7234848484848486,33.92,0
5189,3.3849,16,3.5700416088765605,1.0693481276005548,1129.0,1.565880721220527,32.79,0
5190,1.9659,50,4.333333333333333,0.9727891156462584,590.0,4.01360544217687,34.06,0
5191,3.0089,36,7.873015873015873,1.7777777777777777,334.0,2.6507936507936507,33.09,0
5192,1.4815,52,5.327472527472527,1.1604395604395603,1171.0,2.573626373626374,34.13,0
5195,2.1985,36,3.5403348554033487,1.1095890410958904,2635.0,4.010654490106545,33.8,0
5197,3.5156,50,6.480337078651686,1.1910112359550562,887.0,2.491573033707865,32.73,0
5201,3.4,38,4.877675840978593,0.9602446483180428,1181.0,3.611620795107034,34.3,0
5203,3.5655,38,5.153846153846154,0.9698996655518396,861.0,2.879598662207358,34.08,0
5206,3.0495,16,5.413872832369942,1.0739884393063583,3073.0,3.552601156069364,32.59,0
5207,3.3333,16,19.119565217391305,3.8768115942028976,657.0,2.380434782608696,33.83,0
5208,3.7348,4,5.705276705276705,1.178893178893179,4775.0,3.072715572715573,34.08,0
5210,2.6165,34,4.593167701863354,1.031055900621118,1166.0,3.62111801242236,33.89,0
5215,1.7714,27,2.5325,0.985,1067.0,2.6675,33.9,0
5216,4.1386,2,8.821215733015494,1.4147794994040523,2826.0,3.368295589988081,33.66,0
5217,3.2596,25,5.227926078028747,1.002053388090349,1338.0,2.747433264887064,34.54,0
5218,2.6354,40,3.352739726027397,1.0136986301369864,934.0,3.198630136986301,33.96,0
5220,4.2654,8,5.936582501467997,1.0340575455079273,5804.0,3.4081033470346447,33.93,0
5221,2.8167,45,3.978165938864629,1.039301310043668,1005.0,4.388646288209607,34.04,0
5222,1.4565,20,3.3309352517985613,1.0,1712.0,3.079136690647482,33.78,0
5227,2.0675,25,3.1467991169977925,1.0684326710816776,3744.0,4.132450331125828,33.79,0
