,x1,x2,x3,x4,x5,x7,x8,x9,x10,class
10357,-1.20738,-12.6036,2,-6.30179,-0.626533,0,1,343.23,1049.0,1
10358,2.66903,-13.2023,2,-6.60117,0.724711,0,0,208.032,1173.0,0
10359,-2.89012,-12.0438,2,-6.02191,0.547942,1,0,101.176,1105.0,0
10360,-1.91392,-10.767,0,-5.38348,0.825287,0,0,279.941,1160.0,0
10361,-0.465995,-10.9757,0,-5.48787,0.768705,0,0,481.239,1057.0,0
10362,4.07824,-11.4731,2,-5.73653,-0.452957,0,1,142.971,1167.0,1
10363,-2.70289,-11.8155,2,-5.90773,0.542115,0,0,226.763,1192.0,0
10367,-3.61957,-13.6581,2,-6.82903,0.465987,0,1,129.866,1182.0,1
10369,1.75692,-10.765,0,-5.38248,0.377643,0,1,229.486,1041.0,1
10370,4.56951,-13.1298,0,-6.56492,0.240723,0,1,165.372,1200.0,1
10378,3.66096,-11.1621,2,-5.58106,0.230449,0,1,327.833,1107.0,1
10380,0.484419,-13.9485,0,-6.97424,-0.120668,0,1,233.591,1068.0,1
10386,-0.133783,-13.2905,0,-6.64525,0.972772,0,0,130.122,1030.0,0
10387,0.200209,-10.638,1,-5.31901,-0.584446,0,1,297.369,1172.0,1
10388,-1.65109,-10.8995,0,-5.44974,0.659617,0,0,475.058,1062.0,0
10390,1.26915,-14.439,0,-7.21948,0.435577,0,1,422.834,1023.0,1
10391,-2.48533,-13.5285,2,-6.76423,0.00072,1,1,463.982,1039.0,1
10396,-1.33795,-11.4407,0,-5.72036,0.101254,1,1,412.203,1162.0,1
10400,-4.69096,-11.0291,2,-5.51455,0.931812,0,0,261.74,1189.0,0
10403,-4.24435,-13.6351,0,-2.12217,0.64433,1,0,420.868,1073.0,0
10404,3.88638,-12.815,0,-6.4075,0.93133,0,0,244.988,1117.0,0
10405,-4.34629,-14.771,2,-7.38552,-0.417952,1,1,108.801,1145.0,1
10408,1.79752,-11.9259,2,-5.96296,-0.818069,0,1,216.372,1163.0,1
10410,3.96488,-12.0917,0,-6.04583,-0.376307,0,1,305.601,1117.0,1
10411,-4.28403,-13.7463,0,-6.87315,-0.343931,0,1,295.619,1097.0,1
10412,-3.19002,-14.2113,2,-7.10567,-0.35349,0,1,445.398,1079.0,1
10417,0.158761,-12.5177,0,-6.25886,0.246996,1,1,480.38,1109.0,1
10418,-1.00372,-14.5889,2,-7.29443,0.850314,0,0,473.726,1000.0,0
10424,4.53107,-11.7398,0,-5.86991,0.98445,1,0,339.856,1104.0,0
10425,2.09559,-11.3216,0,-5.66082,0.127872,0,1,399.993,1104.0,1
10428,-0.058755,-11.8055,0,-5.90277,0.949,0,0,257.794,1113.0,0
10429,4.29666,-12.5918,0,-6.29591,-0.697774,0,1,224.544,1157.0,0
10430,-3.59805,-14.9849,0,-7.49244,-0.751045,0,1,320.102,1140.0,1
10431,-2.4895,-11.1414,0,-5.57072,0.309189,0,1,371.558,1004.0,1
10432,1.25174,-11.9337,0,-5.96683,0.055738,0,1,383.458,1087.0,1
10434,1.26291,-14.7227,0,-7.36134,0.374101,1,1,454.458,1101.0,1
10435,-2.47921,-12.0671,0,-6.03353,0.15928,1,1,420.693,1126.0,1
10441,0.381077,-14.6311,2,-7.31557,-0.442777,0,1,267.443,1126.0,1
10442,3.5832,-10.1526,0,-5.07632,-0.624272,1,1,380.228,1087.0,1
10443,3.48683,-13.867,2,-6.9335,-0.506365,0,1,196.114,1175.0,1
10445,2.10307,-11.6498,0,-5.8249,0.782689,0,0,171.247,1081.0,0
10446,-2.96642,-11.3071,0,-5.65354,0.308286,1,1,456.676,1183.0,1
10448,0.431018,-14.0068,2,-7.00341,0.624823,0,0,177.427,1144.0,0
10450,-2.30865,-11.2937,0,-5.64683,-0.558113,0,1,329.882,1179.0,1
10452,0.312102,-12.9971,0,-6.49856,-0.751489,1,1,158.181,1103.0,1
10453,0.838442,-14.3645,0,-7.18225,-0.694362,0,1,202.768,1146.0,1
10454,-2.4552,-10.5356,0,-5.26782,-0.133528,0,1,386.984,1015.0,1
10455,0.846766,-10.0649,1,-5.03243,0.367325,0,1,123.035,1062.0,1
10456,3.95868,-14.7476,2,-7.37382,-0.407037,0,1,277.464,1022.0,1
10458,-4.17878,-14.0822,0,-7.04109,0.857949,1,0,276.419,1156.0,0
10459,3.462,-10.4858,0,-5.24289,0.859084,0,0,202.013,1163.0,0
10462,-2.19086,-11.1333,0,-5.56666,0.989823,1,0,176.364,1042.0,0
10465,0.119195,-10.1084,1,-5.05421,0.065086,0,1,373.897,1102.0,1
10466,1.90122,-13.1741,0,-6.58707,0.872091,1,0,399.209,1162.0,0
10469,-4.15501,-12.4484,2,-6.22422,0.7869,0,0,108.192,1169.0,0
10470,3.82421,-12.4759,1,-6.23794,-0.390582,1,1,345.538,1117.0,1
10471,4.29028,-13.7276,0,-6.86381,0.972706,0,0,495.303,1174.0,0
10473,-2.93197,-12.0558,0,-6.02788,0.002426,1,1,238.291,1189.0,1
10474,2.44337,-10.696,0,-5.348,-0.655522,0,1,168.971,1069.0,1
10475,2.54478,-13.9458,0,-6.9729,-0.475525,0,1,153.797,1151.0,1
10477,-0.091848,-11.7631,0,-5.88154,-0.339379,0,1,309.68,1153.0,1
10480,-0.855543,-12.5596,2,-6.27978,0.480378,1,1,153.907,1073.0,1
10481,-2.62867,-11.4613,0,-5.73064,-0.853638,1,1,120.691,1011.0,1
10482,2.83582,-10.2656,2,-5.13278,-0.626735,0,1,104.526,1176.0,1
10483,1.42902,-12.7176,0,-6.3588,0.151667,0,1,287.619,1196.0,1
10484,4.01947,-12.6749,0,-6.33747,-0.593993,1,1,489.532,1040.0,1
10488,-0.402966,-12.7954,0,-6.39769,0.174636,0,1,276.432,1167.0,1
10494,2.92332,-11.7445,2,-5.87224,0.07472,0,1,120.892,1007.0,0
10495,-1.77353,-11.3144,0,-5.6572,-0.854325,0,1,407.711,1000.0,1
10499,2.79192,-14.6339,2,-7.31697,-0.347867,1,1,179.54,1118.0,1
10500,-4.1846,-13.4211,2,-6.71057,0.954022,0,0,210.122,1073.0,0
10503,0.933649,-11.2391,2,-5.61954,-0.10191,0,1,421.419,1136.0,1
10505,-1.97271,-11.6471,0,-5.82357,-0.568061,1,1,437.007,1092.0,1
10510,-3.80335,-10.8873,2,-5.44367,-0.424172,0,1,486.663,1062.0,1
10511,0.549125,-14.8077,0,-7.40384,-0.888721,0,1,330.951,1192.0,1
10512,0.324146,-14.881,0,-7.4405,-0.294313,0,1,129.915,1055.0,1
10513,-3.2358,-10.1268,0,-5.06342,-0.715011,0,1,439.492,1067.0,1
10515,-0.974677,-12.2368,0,-6.11841,0.918798,0,0,265.09,1042.0,0
10517,0.942741,-10.8058,0,-5.4029,0.892906,0,0,458.411,1113.0,0
10519,4.76828,-13.3015,2,-6.65074,0.581521,0,0,213.304,1092.0,0
10525,1.78872,-12.8934,1,-6.4467,0.999309,0,0,339.18,1134.0,0
10526,2.99403,-11.464,0,-5.73202,0.204674,0,1,213.293,1139.0,0
10531,1.50373,-12.7904,0,-6.39521,-0.51993,0,1,382.423,1056.0,1
10532,3.90926,-14.1808,2,-7.09038,0.592325,1,0,180.057,1153.0,0
10533,0.752411,-12.3297,2,-6.16485,0.775456,1,0,397.297,1169.0,0
10537,2.45656,-14.4885,2,-7.24423,0.170116,0,1,161.649,1089.0,1
10539,-1.80639,-12.9842,0,-6.49209,0.464089,0,1,105.124,1135.0,1
10541,-3.86009,-12.6077,0,-6.30383,0.162522,0,1,116.212,1057.0,1
10542,-1.39848,-11.5552,0,-5.7776,-0.161757,0,1,102.27,1040.0,1
10544,3.14352,-11.8068,0,-5.90339,-0.905852,0,1,310.559,1011.0,1
10545,-3.71795,-14.3379,0,-7.16894,-0.972106,0,1,157.158,1079.0,1
10548,4.93261,-11.2782,0,-5.63908,-0.853829,0,1,428.149,1045.0,1
10549,2.8657,-12.3411,0,-6.17055,0.978876,0,0,113.585,1022.0,0
10550,4.96436,-11.5757,0,-5.78783,-0.440108,0,1,155.26,1134.0,1
10551,-3.60741,-10.5748,0,-5.2874,-0.469743,0,1,206.026,1146.0,1
10553,0.764295,-11.7516,2,-5.87579,0.954132,1,0,350.393,1130.0,0
10556,-4.78648,-14.5998,2,-7.29989,0.354565,0,1,230.052,1179.0,1
10559,-1.00567,-14.8953,2,-7.44765,-0.315379,0,1,293.566,1124.0,1
10560,-3.323,-14.2299,0,-7.11495,-0.26976,0,1,356.239,1019.0,1
10561,-0.420746,-13.518,0,-6.75899,0.762875,1,0,409.412,1147.0,0
10564,3.23569,-13.8375,0,-6.91874,0.669196,0,0,454.189,1052.0,0
10567,0.53159,-11.9896,2,-5.99478,-0.228202,0,1,440.932,1053.0,1
10570,-0.220967,-12.8925,0,-6.44623,-0.956412,1,1,296.444,1143.0,1
10575,4.67559,-14.0267,2,-7.01337,0.317634,0,1,274.402,1059.0,1
10576,0.290822,-10.9265,0,-5.46327,0.477181,0,1,202.14,1055.0,1
10577,-0.078979,-13.4551,0,-6.72756,-0.085162,1,1,231.672,1102.0,1
10581,2.14325,-10.3769,1,-5.18845,0.086673,0,1,456.033,1137.0,1
10583,-0.275819,-12.1921,0,-6.09605,0.421194,1,1,444.017,1088.0,1
10585,-2.14517,-13.6917,0,-6.84583,-0.725086,0,1,318.014,1057.0,1
10587,-1.01066,-14.5996,0,-7.29981,-0.31649,0,1,379.69,1053.0,1
10588,-1.19098,-14.521,2,-7.26051,-0.74617,0,1,403.867,1199.0,1
10590,-1.0341,-10.7777,0,-5.38884,0.80966,0,0,423.62,1122.0,0
10591,3.72705,-11.4259,1,-5.71294,0.867683,1,0,483.067,1102.0,0
10592,-3.54824,-14.7067,0,-7.35334,0.453437,0,1,281.143,1009.0,1
10593,2.50589,-13.8399,1,-6.91996,-0.425112,1,1,163.166,1052.0,1
10595,3.48943,-14.3302,1,-7.16512,0.443761,1,1,266.355,1002.0,1
10596,0.594743,-11.9685,0,-5.98426,-0.915243,0,1,306.87,1036.0,1
10597,1.02624,-13.4529,2,-6.72646,-0.941815,0,1,272.852,1134.0,1
10601,1.47594,-12.1998,1,-6.09992,0.916436,1,0,117.625,1033.0,0
10605,-0.643077,-14.0381,0,-7.01905,0.912947,0,0,209.285,1171.0,0
10606,-4.68605,-11.5604,0,-5.78022,0.851154,1,0,498.682,1106.0,0
10608,-1.17567,-10.3226,2,-5.1613,-0.955044,0,1,168.359,1007.0,1
10609,4.95042,-14.703,2,-7.35152,0.427974,1,1,423.521,1030.0,1
10610,-4.07037,-13.1939,0,-2.03518,-0.021104,1,1,467.949,1185.0,1
10613,0.710172,-10.5198,0,-5.25989,-0.374384,0,1,280.685,1193.0,1
10614,3.77182,-12.2241,2,-6.11204,0.797741,1,0,126.762,1043.0,0
10616,4.19904,-11.3623,2,-5.68113,-0.639643,1,1,335.271,1182.0,1
10618,-2.85917,-13.8656,0,-6.9328,-0.405794,0,1,398.689,1178.0,1
10619,2.19471,-13.7794,1,-6.88968,-0.097838,0,1,371.633,1147.0,1
10621,-3.82747,-14.5844,0,-7.29222,0.888243,1,0,479.981,1122.0,0
10624,-3.41011,-11.2595,2,-5.62973,0.045604,0,1,297.934,1033.0,1
10625,2.22978,-13.5437,1,-6.77183,-0.337728,0,1,329.881,1176.0,1
10627,-0.752161,-14.1513,0,-7.07566,0.100053,0,1,246.383,1069.0,1
10628,0.161422,-12.871,0,-6.43551,0.732304,1,0,149.02,1169.0,0
10629,4.06504,-13.7569,0,-6.87846,0.7079,0,0,254.337,1125.0,0
10630,-4.59568,-12.914,0,-2.29784,0.158231,0,1,435.945,1092.0,1
10631,-1.39262,-10.9906,0,-5.49528,-0.998996,0,1,155.111,1048.0,1
10636,4.51852,-13.2152,2,-6.60759,-0.721209,1,1,180.936,1106.0,1
10637,-4.35436,-14.4278,0,-7.2139,-0.104269,0,1,273.467,1200.0,1
10641,-1.35432,-14.1241,0,-7.06204,-0.288558,0,1,242.56,1052.0,1
10642,2.08807,-10.4088,0,-5.20442,0.004199,1,1,295.974,1092.0,1
10645,1.61281,-12.6285,1,-6.31427,0.10096,1,1,280.845,1149.0,1
10646,-0.079581,-10.3382,0,-5.16908,-0.140651,1,1,349.829,1012.0,1
10647,2.81033,-14.5164,2,-7.2582,0.150772,0,1,152.706,1023.0,1
10648,-3.83576,-11.3362,2,-5.66811,0.80916,0,0,370.273,1079.0,0
10650,0.924391,-12.5651,1,-6.28255,0.227216,0,1,160.52,1005.0,1
10651,-4.37521,-13.8321,0,-6.91605,-0.295788,1,1,450.334,1175.0,1
10652,2.24686,-12.048,1,-6.02399,0.75928,0,0,293.565,1127.0,0
10654,-2.50407,-14.4376,0,-7.21881,-0.649897,0,1,263.367,1163.0,1
10655,-3.11057,-12.9805,0,-6.49025,0.236718,0,1,282.231,1087.0,1
10656,-0.148499,-13.8279,2,-6.91393,0.765709,0,0,428.521,1196.0,0
10660,-1.5406,-10.992,0,-5.496,-0.707473,0,1,372.15,1003.0,1
10661,-4.59787,-13.0196,0,-6.50979,0.915693,1,0,426.635,1186.0,0
10663,-0.776245,-11.7382,0,-5.8691,-0.627163,0,1,403.662,1058.0,1
10664,2.11566,-12.36,0,-6.17998,-0.918455,0,1,317.021,1136.0,1
10665,3.2149,-14.0145,0,-7.00726,0.717999,0,0,170.959,1003.0,0
10667,-1.70502,-13.2509,0,-6.62545,-0.486758,0,1,488.21,1163.0,1
10670,1.27015,-10.6841,2,-5.34203,0.178203,0,1,415.786,1106.0,1
10672,-2.65698,-12.4672,0,-6.23358,0.392442,0,1,150.739,1133.0,1
10675,-1.69421,-10.2557,2,-5.12786,0.142823,0,1,190.036,1077.0,1
10677,-1.5275,-11.8593,2,-5.92965,0.398141,0,1,414.92,1058.0,1
10681,-4.38841,-13.9767,2,-6.98833,-0.414386,0,1,160.47,1098.0,1
10682,0.609145,-10.2744,2,-5.13719,0.143991,0,1,210.381,1166.0,1
10683,-3.94136,-11.0118,0,-5.50591,0.816573,1,0,118.644,1075.0,0
10685,4.10536,-11.7185,1,-5.85923,0.73906,0,0,282.912,1173.0,0
10688,-2.85537,-14.7154,0,-7.3577,0.383066,0,1,163.707,1037.0,1
10692,4.64857,-10.2473,0,-5.12365,-0.860198,0,1,250.607,1135.0,1
10693,2.63397,-14.4772,2,-7.2386,-0.187548,0,1,345.5,1092.0,1
10694,-2.9729,-10.0828,0,-5.04141,-0.206395,0,1,131.758,1199.0,1
10696,4.218,-14.056,2,-7.028,-0.61858,0,1,139.09,1180.0,0
10698,-2.05316,-12.5047,0,-6.25233,0.734325,0,0,326.262,1139.0,0
10701,-4.55289,-11.0927,2,-5.54634,0.219392,0,1,189.867,1053.0,1
10702,-4.543,-11.7406,2,-5.87032,-0.220639,0,1,261.479,1170.0,1
10703,-3.58194,-11.2593,0,-5.62964,0.243788,1,1,110.937,1137.0,1
10705,3.43567,-11.714,1,-5.85698,-0.828407,0,1,396.615,1078.0,0
10706,-2.12711,-13.0143,0,-6.50715,0.293021,0,1,450.182,1123.0,1
10707,-2.92899,-14.026,2,-7.013,-0.845185,0,1,294.995,1192.0,1
10708,-2.11212,-14.3309,0,-7.16546,-0.069712,0,1,262.769,1122.0,1
10710,4.49702,-12.0591,1,-6.02957,-0.344006,1,1,326.591,1017.0,1
10714,4.33908,-12.5283,1,-6.26417,-0.737499,0,1,136.003,1026.0,1
10718,-3.38147,-10.5833,0,-5.29163,0.565339,1,0,375.005,1031.0,0
10719,1.79112,-14.9441,2,-7.47206,-0.446659,0,1,352.915,1180.0,1
10722,-4.24618,-13.1191,0,-6.55956,-0.699935,1,1,356.409,1058.0,1
10728,-4.82738,-10.3315,0,-2.41369,0.759577,1,0,299.626,1011.0,0
10729,0.756699,-13.5562,0,-6.7781,-0.947006,1,1,121.374,1195.0,1
10731,-1.98525,-11.5456,0,-5.77279,-0.455062,0,1,243.152,1087.0,1
10732,2.5987,-11.2289,0,-5.61446,-0.976857,1,1,185.95,1022.0,1
10733,3.47877,-14.9154,0,-7.45772,0.32501,0,1,263.611,1088.0,1
10734,4.0691,-10.7771,0,-5.38855,0.823069,0,0,193.818,1044.0,0
10736,3.13682,-14.2555,0,-7.12775,0.075621,0,1,251.171,1056.0,1
10737,2.02878,-10.9102,0,-5.45508,-0.61941,0,1,236.118,1197.0,1
10738,-3.76782,-10.6966,0,-5.3483,-0.308549,0,1,392.835,1076.0,1
10739,1.80935,-13.3428,2,-6.6714,-0.304252,0,1,121.481,1000.0,1
10744,0.978255,-13.3326,0,-6.66632,0.277647,0,1,227.114,1139.0,1
10746,-1.8234,-11.2951,0,-5.64754,-0.330559,0,1,468.649,1056.0,1
10747,-0.736431,-14.757,2,-7.3785,-0.936255,1,1,473.085,1064.0,1
10749,1.45407,-13.9976,1,-6.99878,0.364826,1,1,227.227,1112.0,1
10752,2.2685,-12.8794,0,-6.4397,-0.9504,0,1,401.386,1190.0,1
10753,0.990322,-14.4796,1,-7.23982,0.051318,0,1,380.94,1128.0,1
10755,4.85475,-12.9097,2,-6.45486,0.879711,0,0,386.929,1189.0,0
10756,-1.06701,-13.0152,0,-6.50761,0.853816,0,0,355.497,1136.0,0
10758,3.62516,-11.3963,2,-5.69817,-0.827152,0,1,343.587,1035.0,1
10761,1.20192,-10.0158,1,-5.00788,-0.756572,0,1,304.171,1191.0,1
10762,1.15994,-11.3648,0,-5.68242,-0.231102,0,1,286.345,1043.0,1
10763,-0.87073,-13.7973,0,-6.89865,-0.743089,1,1,348.645,1027.0,1
10766,-3.69823,-14.5263,0,-7.26314,-0.985658,0,1,453.905,1149.0,1
10767,-2.6165,-10.6068,2,-5.30342,-0.848461,0,1,332.165,1181.0,1
10770,-4.7137,-12.9294,0,-6.46469,-0.863049,1,1,449.396,1016.0,1
10771,2.78936,-10.0647,0,-5.03236,-0.849863,1,1,180.065,1058.0,1
10772,3.29003,-12.0779,0,-6.03894,-0.020784,0,1,140.266,1061.0,1
10773,0.121127,-10.8872,0,-5.44358,-0.693726,0,1,456.629,1076.0,1
10774,4.22456,-13.8127,0,-6.90635,0.722514,0,0,330.68,1031.0,0
10776,1.83792,-11.1853,0,-5.59263,-0.08806,0,1,171.124,1160.0,1
10777,-0.152762,-10.8073,0,-5.40365,0.913011,0,0,104.701,1172.0,0
10779,4.91179,-10.9585,0,-5.47924,-0.715513,0,1,246.71,1051.0,1
10782,3.34883,-12.2303,2,-6.11513,0.170954,0,1,499.936,1166.0,1
10783,-4.61375,-14.6435,0,-7.32175,-0.143249,1,1,287.014,1136.0,1
10785,-3.73408,-11.0773,2,-5.53867,-0.438327,1,1,298.78,1037.0,1
10786,0.404912,-14.087,2,-7.0435,0.948646,0,0,482.157,1181.0,0
10787,-2.86171,-13.7993,0,-6.89964,0.378049,0,1,275.786,1040.0,1
10789,1.23152,-12.8681,0,-6.43404,0.957066,0,0,420.67,1106.0,0
10793,-1.45748,-11.9036,0,-5.9518,-0.03486,0,1,362.392,1131.0,1
10794,-0.484871,-10.4924,0,-5.24618,0.222557,1,1,155.97,1057.0,1
10795,-1.50547,-11.5351,2,-5.76757,0.288933,0,1,227.145,1096.0,1
10796,2.76988,-13.4092,0,-6.7046,0.168951,0,1,386.053,1169.0,1
10801,-0.536161,-14.6868,0,-7.34341,-0.873951,0,1,295.363,1198.0,1
10803,2.08896,-13.0394,0,-6.51972,0.137647,0,1,236.363,1013.0,1
10805,-0.265833,-12.1238,0,-6.06192,-0.306347,0,1,245.522,1161.0,1
10806,2.58126,-12.3157,2,-6.15785,0.274481,0,1,315.749,1001.0,1
10807,-0.334991,-12.8532,2,-6.42662,0.944453,0,0,362.556,1079.0,0
10808,1.68575,-10.4379,1,-5.21897,0.929198,1,0,260.988,1191.0,0
10809,1.64684,-12.2848,0,-6.14238,0.094134,1,1,228.245,1132.0,1
10810,1.33086,-11.5803,1,-5.79016,0.253233,0,1,339.116,1186.0,1
10811,0.778718,-12.6239,1,-6.31197,-0.150772,0,1,254.083,1056.0,1
10812,3.62074,-12.1489,0,-6.07446,-0.708891,0,1,433.779,1159.0,1
10818,2.66384,-12.6716,0,-6.33581,-0.734601,0,1,146.045,1159.0,1
10821,3.69519,-14.3877,2,-7.19385,0.364983,0,1,112.567,1120.0,1
10823,-0.379345,-14.5547,0,-7.27737,-0.473545,1,1,130.706,1027.0,1
10824,1.94313,-12.8241,0,-6.41206,0.354858,0,1,175.476,1120.0,1
10827,0.978602,-13.9744,2,-6.9872,0.514524,0,0,295.837,1013.0,0
10830,1.07119,-10.8193,2,-5.40963,-0.463616,1,1,380.042,1035.0,1
10832,2.2577,-13.7285,2,-6.86424,-0.559406,0,1,361.372,1116.0,0
10833,-3.82841,-11.613,0,-5.8065,-0.154137,0,1,128.194,1112.0,1
10834,0.217367,-11.7508,1,-5.87541,0.075461,1,1,119.179,1019.0,1
10835,2.4037,-12.0337,0,-6.01684,0.033782,0,1,267.388,1014.0,1
10838,4.01249,-13.5659,2,-6.78296,0.560772,1,0,407.304,1031.0,0
10840,4.6465,-14.6815,1,-7.34075,-0.188786,0,1,358.984,1111.0,1
10841,-3.02636,-14.3213,0,-7.16067,-0.092324,0,1,300.045,1160.0,1
10842,2.64837,-12.1133,1,-6.05667,-0.653961,0,1,434.162,1000.0,1
10844,1.81146,-14.6785,0,-7.33926,-0.394906,0,1,423.084,1108.0,1
10845,4.32464,-13.7639,2,-6.88196,-0.387871,1,1,423.488,1056.0,1
10846,0.729315,-12.1518,0,-6.07588,-0.959314,1,1,299.917,1016.0,1
10850,-3.8413,-10.6966,0,-5.34829,0.982526,0,0,108.211,1110.0,0
10851,4.6772,-13.6334,0,-6.81668,-0.759448,1,1,472.822,1039.0,1
10853,0.047962,-12.8587,2,-6.42937,0.702309,1,0,157.813,1196.0,0
10856,2.72416,-11.4188,1,-5.70941,0.838337,1,0,303.455,1061.0,0
10860,-1.53447,-10.4868,0,-5.24342,0.057383,0,1,340.915,1137.0,1
10861,2.90547,-13.6332,0,-6.81659,0.348096,0,1,237.829,1172.0,1
10863,-0.798125,-10.5024,0,-5.2512,-0.159121,0,1,140.049,1193.0,1
10865,0.42779,-10.5154,0,-5.25768,0.657443,0,0,157.515,1180.0,0
10866,-3.97399,-14.0211,0,-7.01057,0.396924,0,1,370.587,1016.0,1
10867,-3.33551,-14.1469,0,-7.07346,0.062867,0,1,485.664,1164.0,1
10868,1.7566,-12.9113,0,-6.45564,-0.69678,0,1,412.66,1167.0,1
10870,1.31657,-10.6196,1,-5.30978,0.106179,0,1,315.889,1021.0,1
10879,-4.31473,-11.8041,0,-5.90206,0.922522,0,0,371.152,1052.0,0
10880,2.91316,-14.3576,1,-7.17881,0.678908,0,0,245.614,1096.0,0
10882,-1.35855,-13.2631,0,-6.63157,0.673385,1,0,350.488,1146.0,0
10884,-0.090869,-12.9643,0,-6.48213,0.112287,0,1,192.628,1134.0,1
10885,3.5702,-11.3251,0,-5.66257,-0.463489,0,1,376.434,1075.0,1
10886,-4.59056,-14.0104,0,-7.00519,-0.200545,0,1,173.204,1182.0,1
10887,4.44991,-12.1054,2,-6.05272,0.989717,0,0,264.068,1081.0,0
10888,-1.99315,-14.1356,0,-7.0678,-0.603695,0,1,463.039,1022.0,1
10890,-2.4457,-13.379,0,-6.68951,0.289719,1,1,338.417,1166.0,1
10891,-0.408759,-12.3057,0,-6.15285,0.228161,0,1,313.206,1007.0,1
10893,-0.159588,-11.9665,0,-5.98323,0.877861,0,0,454.909,1143.0,0
10895,0.997231,-13.1628,2,-6.58142,-0.813081,0,1,385.789,1178.0,1
10896,-4.79867,-11.2133,0,-5.60665,-0.978279,1,1,359.706,1163.0,1
10899,-3.45053,-12.357,2,-6.17849,0.271261,1,1,259.901,1153.0,1
10901,4.87384,-10.1586,0,-5.07929,-0.670564,1,1,480.261,1186.0,0
10903,-4.92666,-12.7113,0,-6.35565,-0.810694,0,1,187.852,1162.0,1
10906,-1.70182,-10.0157,0,-5.00784,0.89387,0,0,374.872,1150.0,0
10907,-3.1794,-11.7607,0,-5.88037,0.372642,0,1,110.54,1119.0,1
10908,-0.266074,-11.0862,0,-5.54311,0.922167,0,0,164.987,1072.0,0
10910,-1.11718,-14.7163,2,-7.35814,0.977472,1,0,205.599,1125.0,0
10911,-2.28077,-11.1361,0,-5.56807,0.457218,0,1,291.718,1170.0,1
10915,3.47349,-10.3017,2,-5.15084,0.210609,1,1,475.884,1138.0,1
10916,-4.45782,-10.0347,0,-5.01733,-0.582945,1,1,233.029,1145.0,1
10917,-4.70832,-13.6335,0,-6.81674,-0.139366,1,1,478.797,1033.0,1
10918,3.53854,-10.1383,0,-5.06914,-0.964754,0,1,483.688,1039.0,0
10920,1.70577,-13.9211,2,-6.96055,-0.174386,1,1,107.458,1028.0,1
10921,-1.22419,-13.2999,0,-6.64994,-0.801312,0,1,434.016,1120.0,1
10923,0.709214,-12.9051,0,-6.45255,-0.991352,0,1,497.996,1177.0,1
10928,-4.99974,-13.7084,0,-6.85421,0.372004,0,1,427.362,1151.0,1
10929,1.63373,-13.9704,0,-6.98521,-0.130538,0,1,238.139,1120.0,1
10931,1.93168,-10.5733,0,-5.28667,0.422253,0,1,392.685,1144.0,1
10933,2.49391,-10.5823,1,-5.29117,-0.894082,0,1,163.401,1193.0,1
10935,-0.78054,-13.5243,0,-6.76214,0.727129,1,0,404.129,1189.0,0
10937,1.60873,-11.5364,2,-5.76822,0.684655,0,0,125.069,1062.0,0
10938,-3.83821,-14.5098,2,-7.2549,0.869315,0,0,357.887,1166.0,0
10939,3.80076,-13.3505,0,-6.67523,-0.491465,0,1,303.352,1071.0,1
10940,-3.31506,-11.4378,0,-5.71892,-0.928234,1,1,234.797,1157.0,1
10942,4.37503,-14.4437,0,-7.22187,-0.445481,0,1,413.965,1085.0,0
10945,2.81966,-14.4147,2,-7.20737,-0.073258,1,1,474.448,1030.0,1
10947,-3.05169,-13.4466,0,-6.7233,0.14196,0,1,198.915,1189.0,1
10948,4.66914,-10.4922,1,-5.24611,0.854726,0,0,403.823,1197.0,0
10951,-1.12221,-11.9061,2,-5.95304,0.037088,0,1,215.72,1106.0,1
10952,-3.8312,-11.0265,0,-5.51326,-0.436042,1,1,321.159,1050.0,1
10953,-1.97448,-11.4171,0,-5.70853,0.281432,1,1,289.409,1086.0,1
10955,2.41587,-11.5871,0,-5.79353,-0.694869,0,1,415.571,1197.0,1
10957,0.278482,-10.112,1,-5.05599,-0.405207,1,1,302.649,1137.0,1
10960,-4.21104,-14.8282,0,-7.41412,-0.399051,0,1,453.694,1118.0,1
10963,0.788896,-12.9772,2,-6.4886,-0.394504,1,1,357.782,1055.0,1
10969,-1.95132,-13.047,0,-6.52352,-0.89223,0,1,127.02,1034.0,1
10971,4.97325,-14.5413,0,-7.27063,-0.246437,1,1,442.769,1114.0,1
10972,-1.01565,-10.953,2,-5.47652,0.452378,1,1,328.567,1196.0,1
10973,-2.1024,-14.5753,2,-7.28767,0.053603,1,1,268.183,1131.0,1
10975,-1.78816,-12.9328,2,-6.46642,0.101776,0,1,175.591,1070.0,1
10977,4.08122,-10.9857,0,-5.49283,0.364996,0,1,134.918,1117.0,1
10978,-0.938106,-12.0055,2,-6.00274,-0.860499,1,1,341.179,1001.0,1
10979,0.770655,-11.4455,0,-5.72273,-0.192444,0,1,478.586,1197.0,1
10982,1.29512,-11.3963,2,-5.69813,-0.349654,0,1,351.178,1126.0,1
10983,-3.88029,-10.2588,0,-5.12938,0.218497,1,1,182.907,1014.0,1
10984,-3.14396,-13.4716,0,-6.73579,-0.300568,1,1,219.91,1069.0,1
10985,-0.71789,-13.1766,0,-6.58831,0.024644,0,1,115.507,1095.0,1
10988,1.67532,-14.4271,1,-7.21357,0.763156,1,0,296.046,1154.0,0
10989,-4.44847,-11.857,0,-5.9285,0.392724,0,1,364.647,1177.0,1
