,age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,income >50K
2515,27,2,1,7,4,5,2,2,0,0,40,38,0
2517,51,2,9,13,2,3,0,4,5178,0,60,38,1
2519,35,2,9,13,2,2,0,4,0,0,40,38,0
2520,36,4,15,10,2,2,0,4,0,0,60,38,1
2522,46,2,8,11,2,2,0,4,0,0,40,38,0
2524,65,2,5,4,2,6,0,4,0,0,40,38,0
2525,43,2,8,11,0,6,1,4,0,0,40,38,0
2528,47,4,9,13,2,3,0,4,0,0,30,38,0
2529,49,0,12,14,4,3,1,4,0,0,56,38,1
2532,18,1,2,8,4,10,3,4,0,0,40,38,0
2533,27,2,15,10,4,11,1,2,0,0,40,38,0
2534,34,4,11,9,2,2,0,4,0,0,50,38,0
2536,24,2,11,9,4,0,1,4,0,0,40,38,0
2537,34,2,15,10,4,11,1,4,0,0,65,38,0
2538,47,2,11,9,2,6,0,4,0,0,50,38,1
2541,34,2,15,10,2,0,0,2,0,0,40,38,1
2542,25,2,15,10,3,11,1,4,0,0,50,38,0
2543,54,2,11,9,6,6,4,4,914,0,40,38,0
2546,24,2,15,10,2,13,0,4,0,0,70,38,1
2551,41,2,11,9,2,4,0,4,0,0,40,38,0
2552,51,2,15,10,2,11,0,4,0,0,40,38,0
2554,36,2,11,9,2,3,0,4,0,0,40,38,0
2555,25,2,15,10,4,4,3,4,0,0,60,38,0
2556,55,2,9,13,2,11,0,4,0,0,50,38,1
2558,58,5,10,16,2,9,0,1,4064,0,40,18,0
2562,46,2,11,9,0,3,1,4,0,0,45,38,0
2564,19,2,15,10,4,11,3,2,0,0,30,38,0
2565,24,2,11,9,2,0,0,4,0,0,40,38,0
2567,24,5,12,14,4,9,1,4,0,0,13,38,0
2568,29,4,11,9,4,4,3,4,0,0,65,38,0
2569,56,3,15,10,2,3,0,4,7688,0,50,38,1
2574,34,2,9,13,2,9,0,4,7688,0,50,38,1
2576,32,3,11,9,2,11,0,4,0,0,65,38,1
2579,47,2,11,9,2,13,0,4,0,0,25,38,0
2580,52,2,11,9,2,13,0,4,0,0,60,38,1
2582,28,2,0,6,2,2,0,4,0,0,50,38,0
2583,41,2,9,13,2,3,0,4,7298,0,50,38,1
2584,57,2,3,2,0,2,4,4,0,0,40,31,0
2588,33,2,15,10,2,3,0,4,0,0,50,38,1
2589,46,2,9,13,2,2,0,4,0,0,45,38,1
2592,77,4,11,9,4,6,1,4,401,0,20,38,0
2593,39,2,12,14,4,3,1,2,8614,0,52,38,1
2598,41,2,11,9,2,13,0,4,0,0,50,38,1
2599,60,2,7,12,2,0,0,4,0,0,35,38,1
2600,32,2,9,13,4,0,1,4,0,0,55,38,0
2601,56,0,11,9,2,13,0,0,0,0,40,38,0
2604,18,2,0,6,4,5,3,4,0,0,27,38,0
2605,31,2,11,9,2,7,0,3,0,0,40,38,0
2607,45,2,9,13,2,3,0,4,0,1977,55,38,1
2609,45,5,15,10,2,3,0,4,0,0,40,38,0
2611,25,2,11,9,2,13,0,2,0,0,30,38,0
2612,31,5,11,9,2,11,0,4,0,0,40,38,0
2613,19,2,11,9,4,6,2,4,0,0,45,38,0
2614,41,2,9,13,2,3,0,4,0,0,40,38,1
2616,27,2,4,3,4,13,1,4,0,0,40,25,0
2618,31,2,8,11,2,11,0,4,0,0,40,38,1
2619,40,3,11,9,2,5,0,4,0,0,40,38,0
2620,41,0,11,9,2,13,0,4,0,0,40,38,1
2621,25,2,12,14,4,11,1,4,0,0,20,38,0
2622,42,2,11,9,2,2,0,0,0,0,60,38,0
2624,42,2,7,12,2,2,0,4,0,0,50,38,1
2625,45,4,0,6,2,2,0,4,0,0,70,38,0
2626,52,0,11,9,2,3,0,4,7298,0,40,38,1
2627,34,2,8,11,0,2,1,4,0,0,40,38,0
2628,32,2,11,9,4,5,2,4,0,0,60,38,0
2629,54,2,11,9,2,2,0,4,0,0,45,38,0
2630,42,0,1,7,4,12,1,4,0,1340,40,38,0
2631,32,2,9,13,2,12,0,4,15024,0,40,38,1
2633,55,3,9,13,2,11,0,4,0,0,60,38,1
2635,52,5,12,14,2,9,0,4,0,0,40,38,0
2640,27,4,1,7,2,2,0,4,0,0,40,38,0
2643,47,2,8,11,2,2,0,4,7688,0,40,38,1
2645,46,2,15,10,2,2,0,4,0,0,40,38,0
2647,50,2,5,4,2,11,0,3,0,0,49,5,0
2651,43,2,12,14,3,3,1,4,0,0,50,38,0
2652,34,2,9,13,2,9,0,4,0,0,40,19,1
2653,19,2,15,10,4,0,1,1,0,0,40,39,0
2654,37,2,15,10,2,3,0,1,0,0,55,38,0
2658,49,2,11,9,2,13,0,4,0,0,50,38,0
2659,26,0,14,15,2,9,0,4,0,0,60,3,0
2660,48,2,11,9,2,2,0,4,0,0,45,38,1
2661,39,2,11,9,2,2,0,2,0,0,40,38,0
2665,70,2,9,13,2,11,0,4,0,0,70,38,1
2666,20,2,11,9,4,5,3,4,0,0,43,38,0
2667,38,2,4,3,2,7,0,4,0,0,75,25,0
2670,51,2,11,9,2,5,0,4,3103,0,40,38,1
2671,43,2,3,2,4,11,3,4,0,0,40,38,0
2672,38,2,14,15,4,9,1,4,0,0,50,38,0
2674,23,2,5,4,4,7,1,4,0,0,25,25,0
2675,34,2,11,9,2,2,0,4,0,0,40,38,0
2677,33,2,15,10,4,0,4,4,0,0,40,38,0
2680,26,1,9,13,2,9,0,4,0,0,28,7,0
2681,55,2,15,10,2,9,0,4,0,0,40,38,0
2682,61,1,9,13,3,9,1,4,0,0,40,38,0
2683,37,2,11,9,2,12,0,4,0,0,40,38,1
2684,78,1,9,13,2,3,0,4,0,0,15,38,0
2686,49,2,11,9,0,9,1,4,0,0,42,38,0
2687,55,5,12,14,2,9,0,4,7688,0,45,38,1
2688,42,2,9,13,2,13,0,4,0,0,58,38,0
2690,61,2,6,5,2,2,0,4,0,0,40,38,0
2691,64,4,9,13,2,0,0,4,0,0,5,38,0
2692,46,1,11,9,2,7,0,4,0,0,40,38,0
2693,24,2,9,13,4,3,1,4,0,0,40,38,0
2694,27,2,15,10,2,2,0,4,2829,0,70,38,0
2695,47,2,11,9,2,13,0,4,7688,0,55,38,1
2696,18,2,15,10,0,7,3,4,0,0,15,38,0
2697,48,2,11,9,2,11,0,4,0,0,50,38,0
2698,50,4,11,9,0,4,1,4,0,0,40,38,0
2700,56,4,0,6,0,11,3,4,0,0,40,38,0
2702,56,0,9,13,2,11,0,4,0,0,40,38,0
2703,18,2,1,7,4,7,3,4,0,0,20,38,0
2706,27,1,11,9,2,5,2,4,0,0,50,38,0
2707,52,4,14,15,2,9,0,4,99999,0,45,38,1
2710,50,2,15,10,2,12,0,4,0,0,45,38,1
2711,19,2,15,10,4,6,2,4,0,0,50,38,0
2712,20,2,11,9,4,7,1,4,0,0,40,38,0
2714,24,2,1,7,4,2,3,4,0,0,35,38,0
2718,51,2,9,13,0,3,1,0,0,0,50,38,0
2719,39,2,11,9,2,11,0,4,0,0,50,38,1
2721,34,2,15,10,2,11,0,4,0,0,55,38,1
2722,19,2,1,7,4,5,3,4,0,0,40,25,0
2726,30,0,9,13,4,9,1,4,0,0,40,38,1
2729,21,2,11,9,4,7,3,4,0,0,35,38,0
2731,62,2,14,15,2,9,0,4,0,0,30,38,1
2732,25,2,15,10,4,7,1,4,2597,0,48,38,0
2734,32,2,11,9,2,2,0,4,0,0,40,38,1
2736,37,1,11,9,2,10,0,4,0,0,40,38,1
2740,38,2,9,13,2,3,0,4,7688,0,40,38,1
2741,47,5,11,9,2,7,0,4,0,0,40,38,0
2742,42,2,11,9,0,7,4,2,0,0,35,38,0
2743,30,5,11,9,2,0,0,4,0,1902,40,38,0
2744,43,2,15,10,2,11,0,4,7688,0,40,38,1
2745,34,2,11,9,2,6,0,2,0,0,40,38,0
2747,46,2,1,7,2,6,0,4,0,0,40,38,0
2748,32,2,15,10,2,13,0,4,0,0,55,38,0
2750,47,2,8,11,0,11,1,4,0,0,50,38,0
2752,53,4,5,4,2,3,0,4,4386,0,50,11,1
2753,43,2,9,13,2,11,0,4,0,0,65,38,1
2754,80,4,5,4,2,4,0,4,0,0,30,38,0
2756,43,1,12,14,2,3,0,4,0,1977,60,38,1
2757,22,2,11,9,4,5,3,4,0,0,40,38,0
2758,40,2,15,10,5,3,1,2,0,0,40,38,0
2759,48,2,11,9,2,3,0,4,0,0,50,38,1
2762,51,2,11,9,2,2,0,4,0,0,45,38,1
2766,24,2,11,9,4,2,3,4,0,0,40,38,0
2767,41,2,9,13,2,13,0,4,0,0,48,1,1
2769,22,1,15,10,4,10,3,4,0,0,40,38,0
2772,20,2,15,10,4,7,3,4,0,0,35,38,0
2773,31,2,11,9,4,7,1,2,0,0,40,38,0
2774,55,2,9,13,2,12,0,4,0,0,18,38,1
2776,26,2,9,13,4,11,3,4,0,0,40,38,0
2777,27,4,11,9,0,13,1,4,0,0,70,38,0
2779,40,2,11,9,0,7,1,4,0,0,60,11,0
2780,59,2,15,10,2,9,0,4,0,0,34,38,0
2781,61,2,15,10,2,11,0,4,0,0,45,38,1
2783,43,0,12,14,0,10,1,4,0,0,60,38,1
2784,61,2,4,3,4,5,1,2,0,2339,40,38,0
2786,30,2,15,10,2,11,0,4,0,0,50,38,0
2789,44,3,15,10,0,6,1,4,0,0,60,38,0
2792,34,2,11,9,0,2,1,4,6849,0,55,38,0
2796,47,3,14,15,2,9,0,4,0,1977,60,38,1
2797,26,2,9,13,4,0,1,4,0,0,45,38,0
2798,35,2,1,7,4,7,4,0,0,0,40,38,0
2799,36,2,9,13,2,9,0,4,0,0,38,38,0
2800,47,2,9,13,2,9,0,4,0,0,40,38,1
2802,35,2,15,10,2,9,0,4,0,0,60,38,0
2803,33,2,12,14,4,9,3,4,0,0,20,38,0
2805,18,2,0,6,4,11,3,4,0,0,10,38,0
2806,47,5,12,14,5,9,1,4,0,0,38,38,0
2810,53,4,15,10,2,4,0,4,0,0,50,38,0
2813,24,2,15,10,4,0,1,4,0,2205,24,38,0
2814,27,2,9,13,4,11,3,4,0,0,40,38,0
2815,50,2,4,3,2,13,0,4,0,0,37,25,0
2816,36,2,1,7,2,2,0,4,0,0,50,38,0
2817,41,2,3,2,2,6,0,4,0,0,40,25,1
2820,32,0,9,13,2,3,0,4,0,0,40,38,0
2821,22,2,15,10,4,6,3,4,0,0,48,38,0
2822,22,2,0,6,0,2,3,4,0,0,40,38,0
2823,18,1,2,8,4,9,3,4,0,0,30,38,0
2824,39,2,9,13,2,9,0,2,0,0,30,38,0
2826,35,5,11,9,2,2,0,4,0,0,40,38,0
2827,23,2,15,10,4,6,1,4,0,0,40,38,0
2828,54,4,9,13,2,3,0,4,0,0,40,38,1
2829,36,2,12,14,2,9,0,4,0,0,60,38,1
2830,63,1,11,9,2,3,0,4,0,0,55,38,0
2831,39,2,15,10,2,3,0,4,0,0,48,38,0
2832,57,4,15,10,2,11,0,4,0,0,60,38,1
2833,58,3,14,15,2,9,0,4,0,1977,50,38,1
2836,40,2,11,9,0,2,1,4,0,0,40,38,0
2839,38,2,6,5,2,2,0,4,0,0,40,38,0
2840,44,2,14,15,4,9,1,4,14084,0,40,38,1
2842,33,5,9,13,2,0,0,2,0,0,40,38,0
2843,41,1,15,10,2,7,0,4,0,1485,40,38,1
2844,37,3,11,9,2,11,0,4,7688,0,60,38,1
2845,50,2,15,10,2,11,0,4,0,0,45,38,1
2846,48,2,9,13,2,9,0,4,0,0,50,38,0
2848,36,2,15,10,2,3,0,4,0,0,60,38,1
2850,37,2,7,12,2,4,0,4,0,0,40,38,0
2854,27,2,15,10,4,9,1,4,0,0,40,38,0
2859,40,4,14,15,4,9,1,4,0,2444,45,38,1
2860,47,2,12,14,2,11,0,4,0,0,40,38,1
2862,25,2,2,8,4,5,4,4,0,0,43,38,0
2863,35,2,9,13,2,9,0,4,0,0,55,38,0
2865,30,2,11,9,0,6,4,4,0,0,40,38,0
2866,30,2,15,10,2,5,0,4,0,0,40,38,0
2868,25,4,9,13,4,9,3,4,0,0,30,38,0
2869,28,2,11,9,4,5,3,2,0,0,40,38,0
2870,43,4,6,5,2,2,0,4,0,0,40,38,0
2871,47,1,11,9,2,10,0,4,0,0,60,38,1
2872,46,4,9,13,2,2,0,4,0,0,40,38,0
2875,29,2,11,9,4,10,2,2,0,0,40,38,0
2876,25,2,4,3,4,2,1,4,0,0,40,25,0
2877,56,2,1,7,2,2,0,4,0,0,45,38,0
2878,31,2,5,4,2,5,0,4,0,0,40,38,0
2879,22,2,1,7,4,7,2,4,0,0,40,38,0
2880,31,2,11,9,4,5,2,4,0,0,40,38,0
2882,53,2,9,13,2,3,0,2,0,0,40,38,0
2884,71,2,13,1,6,2,4,2,0,0,10,38,0
2886,39,2,11,9,2,2,0,4,7298,0,50,38,1
2889,36,2,11,9,2,0,0,4,0,0,45,38,0
2892,56,2,14,15,2,3,0,4,0,0,16,38,0
2894,48,2,9,13,2,3,0,4,0,0,45,38,1
2896,46,2,11,9,2,6,0,4,0,0,40,38,1
2898,29,1,12,14,4,9,3,1,0,0,40,35,0
2900,47,2,11,9,2,13,0,4,0,0,48,21,1
2901,67,3,9,13,2,3,0,4,0,2392,75,38,1
2902,43,2,11,9,2,5,0,4,0,0,40,38,0
2903,42,2,15,10,2,11,0,4,0,0,40,38,0
2904,31,2,15,10,2,7,0,4,0,1672,50,38,0
2910,28,2,11,9,4,5,3,4,0,0,30,38,0
2917,30,2,11,9,2,12,0,4,0,0,40,38,1
2918,33,2,9,13,2,3,0,4,0,0,50,38,0
2919,40,2,11,9,2,11,0,4,0,0,60,38,1
2920,63,4,11,9,2,4,0,4,0,0,98,38,0
2921,23,2,5,4,4,2,2,4,0,0,36,38,0
2922,56,2,11,9,0,2,4,2,0,0,40,38,0
2923,42,4,8,11,2,3,0,4,0,0,60,38,0
2924,40,2,11,9,4,2,1,4,0,0,40,1,0
2929,35,2,0,6,2,13,0,4,0,0,70,38,0
2931,43,4,11,9,4,2,1,4,0,0,35,38,0
2933,29,4,14,15,4,9,3,4,0,0,50,21,1
2934,23,2,9,13,4,6,3,4,0,0,25,38,0
2935,50,1,15,10,2,0,0,4,0,1740,48,38,0
2936,34,2,15,10,4,7,3,2,0,0,40,38,0
2937,19,2,11,9,4,7,3,4,0,0,40,38,0
2939,37,4,15,10,2,4,0,4,0,0,40,38,0
2941,75,2,15,10,2,3,0,4,0,0,35,38,1
2942,24,2,11,9,2,2,0,4,0,0,40,38,0
2943,28,5,9,13,4,12,3,1,0,0,20,38,0
2945,31,2,11,9,4,2,3,2,0,0,40,38,0
2948,45,2,9,13,2,9,0,4,0,0,55,38,1
2949,31,2,11,9,4,2,3,4,0,0,42,38,0
2950,27,2,9,13,2,9,0,4,0,0,42,38,1
2953,34,2,9,13,2,10,0,2,0,0,30,38,0
2955,53,2,15,10,2,9,0,4,0,0,40,38,0
2956,60,2,9,13,2,3,0,4,0,0,35,38,1
2959,48,3,0,6,2,4,0,4,0,0,80,38,0
2960,23,2,9,13,4,9,1,4,0,0,50,38,0
2962,42,2,8,11,2,9,0,4,0,0,40,38,1
2963,37,4,11,9,4,4,3,4,0,0,85,38,0
2965,38,2,15,10,2,3,0,4,0,0,44,38,1
2966,27,2,11,9,4,2,1,4,0,0,35,20,0
2968,49,3,9,13,2,11,0,4,0,0,52,38,1
2969,27,2,15,10,4,11,1,4,0,0,20,38,0
2970,36,4,9,13,4,4,1,4,0,0,50,25,0
2971,36,2,9,13,2,9,0,4,3103,0,45,38,1
2972,35,2,11,9,0,5,3,4,0,0,35,38,0
2973,36,2,11,9,2,11,0,4,0,0,40,38,1
2974,53,2,1,7,2,2,0,2,0,0,40,38,0
2976,34,2,11,9,0,2,1,4,3325,0,35,38,0
2977,61,2,15,10,2,11,0,4,0,0,44,38,1
2978,29,2,11,9,0,6,4,4,0,0,56,38,0
2980,37,2,12,14,4,3,1,4,0,0,40,38,1
2981,22,2,6,5,4,5,2,4,0,0,30,38,0
2982,43,3,15,10,2,3,0,4,0,0,40,38,0
2983,55,4,11,9,2,4,0,4,0,0,30,38,0
2986,64,1,1,7,2,2,0,2,0,0,40,38,1
2987,46,2,15,10,4,5,1,4,0,0,40,38,0
2988,29,2,15,10,4,2,3,4,0,0,40,38,0
2989,44,2,12,14,2,3,0,1,0,0,48,18,0
2990,20,2,15,10,4,9,3,4,0,0,25,38,0
2991,62,4,15,10,0,11,1,4,0,0,40,38,0
2994,35,4,9,13,2,11,0,4,0,0,60,23,0
2995,39,1,1,7,2,13,0,4,0,0,30,38,0
2996,39,2,9,13,4,3,1,4,0,0,45,38,0
2998,38,2,11,9,2,5,0,4,2829,0,30,25,0
3000,31,2,5,4,2,6,0,4,0,0,40,38,0
3001,55,2,5,4,2,2,0,4,0,0,60,38,0
3007,49,2,15,10,0,12,2,4,0,0,35,38,0
3008,26,2,11,9,4,2,2,4,0,0,40,38,0
3009,35,2,11,9,2,2,0,4,0,0,43,38,0
3011,37,2,12,14,5,3,1,4,0,0,45,38,1
3012,42,2,9,13,2,9,0,4,0,0,45,38,1
3014,28,2,11,9,2,5,0,4,0,0,40,38,1
3015,35,4,11,9,4,3,1,4,4650,0,50,38,0
3016,40,5,9,13,2,0,0,4,0,0,40,38,0
3017,55,0,9,13,2,9,0,4,0,0,40,38,1
3018,21,2,11,9,4,4,3,4,0,0,65,38,0
3020,51,5,10,16,2,9,0,4,0,0,40,38,1
3021,57,2,14,15,2,2,0,1,0,1902,40,29,1
3022,51,2,9,13,2,2,0,4,0,0,40,38,1
3025,45,4,11,9,2,2,0,4,0,0,40,8,0
3026,28,2,11,9,2,6,0,4,0,0,45,38,0
3027,42,3,14,15,2,9,0,4,0,2415,60,38,1
3028,22,2,15,10,4,7,1,4,0,0,40,38,0
3029,28,5,12,14,2,3,0,4,0,0,40,38,0
3032,47,2,15,10,2,2,0,4,0,0,75,38,1
3034,30,2,11,9,1,0,0,4,0,0,60,38,0
3035,61,2,12,14,2,11,0,4,0,0,60,38,1
3038,44,1,2,8,2,2,0,4,0,0,55,38,0
3039,46,4,15,10,2,11,0,4,0,0,60,38,1
3041,27,5,9,13,4,9,1,4,0,0,9,38,0
3044,25,2,11,9,4,5,2,4,0,0,35,38,0
3045,61,2,4,3,0,13,1,4,0,1876,56,38,0
3046,54,2,15,10,0,0,1,4,0,0,30,38,0
3047,31,2,9,13,4,11,1,4,0,0,40,38,0
3048,53,4,15,10,2,4,0,4,0,0,30,38,0
3049,39,3,7,12,2,3,0,4,15024,0,55,38,1
3050,57,3,14,15,2,13,0,4,15024,0,50,38,1
3052,30,2,15,10,2,13,0,4,0,0,56,38,1
3053,35,2,11,9,2,5,0,4,0,0,60,38,0
3054,42,4,11,9,2,3,0,4,0,0,50,38,0
3055,34,4,11,9,2,6,0,4,0,0,40,38,0
3056,59,2,11,9,2,11,0,4,0,0,40,38,1
3057,69,1,0,6,2,3,0,4,0,0,20,38,0
3059,40,2,11,9,2,13,0,4,0,0,40,38,0
3060,21,2,15,10,4,7,3,4,0,0,15,38,0
3062,43,2,15,10,2,2,0,4,0,0,40,38,0
3063,36,2,11,9,0,5,1,4,0,0,40,38,0
3064,41,2,11,9,3,9,1,1,0,0,40,23,1
3066,20,2,15,10,4,13,3,4,0,0,30,38,0
3068,34,2,15,10,0,3,1,4,0,0,50,38,0
3071,35,2,15,10,2,3,0,4,15024,0,60,38,1
3073,27,2,11,9,4,2,3,2,0,0,40,38,0
3074,20,2,15,10,4,11,3,4,0,0,40,38,0
3076,32,2,9,13,2,11,0,4,0,0,40,38,0
3077,38,2,12,14,2,3,0,4,0,0,60,38,1
3078,23,5,15,10,4,7,3,4,0,0,40,38,0
3079,28,2,9,13,2,3,0,4,0,0,45,38,1
3080,40,5,14,15,2,9,0,4,0,0,38,38,1
3082,74,3,15,10,6,3,4,4,0,0,40,38,0
3083,28,2,11,9,4,2,3,4,0,0,40,38,0
3084,23,2,15,10,4,5,3,4,0,0,30,38,0
3085,20,4,15,10,4,4,3,4,0,2258,10,38,0
3089,51,4,9,13,2,11,0,4,15024,0,50,38,1
3091,48,2,14,15,2,12,0,4,0,1977,40,38,1
3092,60,4,6,5,2,4,0,4,0,1672,84,38,0
3093,48,3,9,13,2,3,0,4,0,0,40,38,1
3095,48,3,9,13,2,3,0,4,0,0,40,38,1
3100,39,2,11,9,2,6,0,4,0,0,40,38,0
3101,65,3,11,9,2,4,0,4,0,2352,65,38,0
3104,28,2,15,10,2,11,0,4,0,0,40,38,0
3105,46,2,14,15,2,9,0,4,99999,0,50,38,1
3106,42,1,9,13,2,3,0,4,0,1977,48,38,1
3108,28,2,15,10,2,3,3,4,7688,0,50,38,1
3110,24,0,9,13,4,9,1,1,0,0,40,38,0
3111,45,2,10,16,2,9,0,4,0,0,56,38,1
3112,24,2,11,9,4,0,3,4,0,0,40,38,0
3113,44,2,9,13,2,3,0,4,15024,0,50,38,1
3114,20,2,15,10,4,7,3,4,0,0,30,38,0
3115,35,2,15,10,2,12,0,4,2829,0,55,30,0
3116,52,3,9,13,2,11,0,4,0,0,60,38,0
3117,25,2,7,12,4,4,1,4,2354,0,45,38,0
3118,19,2,4,3,4,4,1,4,0,0,36,25,0
3121,21,2,15,10,4,2,3,4,0,0,40,38,0
3125,55,2,12,14,2,3,0,4,0,1977,50,38,1
3126,44,5,11,9,2,0,0,4,0,0,40,38,0
3127,25,2,9,13,4,3,3,4,0,0,55,38,0
3128,26,2,15,10,2,6,0,4,0,0,40,38,0
3132,43,2,15,10,2,13,0,4,0,0,40,38,0
3133,45,2,11,9,4,2,3,4,10520,0,48,38,1
3134,48,0,9,13,2,9,0,4,0,0,44,38,1
3135,60,2,11,9,2,13,0,4,0,0,40,38,0
3136,45,4,15,10,4,4,1,4,0,0,50,38,0
3137,51,2,0,6,2,11,0,4,0,1977,40,38,1
3139,22,2,15,10,4,0,3,4,0,0,30,38,0
3140,44,2,11,9,2,2,0,4,0,0,65,38,1
3141,27,2,11,9,2,2,0,4,0,0,50,38,0
3142,47,1,11,9,2,2,0,4,0,0,40,38,0
3143,32,2,12,14,2,3,0,2,0,1977,40,38,1
3144,40,2,9,13,2,3,0,4,0,0,50,38,1
3145,41,2,11,9,2,11,0,4,0,0,40,38,0
3148,47,2,15,10,2,3,0,1,0,0,40,38,0
3149,55,3,11,9,2,3,0,4,0,0,45,38,0
3150,38,2,11,9,2,5,0,4,0,0,40,38,0
3151,24,5,9,13,4,9,1,4,0,0,15,38,0
3152,64,4,10,16,2,3,0,4,0,0,25,38,1
3153,56,0,9,13,2,9,0,4,0,0,40,38,1
3154,41,2,11,9,2,11,0,4,0,0,49,38,1
3155,33,2,11,9,2,11,0,4,7298,0,45,38,1
3156,33,2,14,15,4,9,3,4,0,0,42,38,1
3157,21,2,15,10,2,7,0,4,0,0,40,38,0
3158,59,1,11,9,6,2,1,2,0,0,40,38,0
3159,58,2,8,11,2,3,0,4,0,0,40,10,1
3160,43,1,12,14,0,9,4,4,0,0,40,38,0
3161,21,2,11,9,4,2,3,2,0,0,40,38,0
3162,45,2,11,9,4,6,1,4,0,0,40,38,0
3167,38,2,12,14,2,9,0,4,0,0,35,38,1
3168,31,2,9,13,2,3,0,4,0,0,70,38,1
3169,41,2,11,9,2,13,0,4,0,0,35,38,0
3171,43,4,12,14,2,11,0,4,0,0,60,38,0
3172,41,5,15,10,4,9,1,4,0,0,40,38,0
3174,41,1,15,10,2,3,0,4,0,0,40,38,0
3175,36,2,14,15,0,9,1,4,99999,0,45,38,1
3177,20,2,11,9,4,5,3,4,0,0,45,38,0
3180,30,1,11,9,2,10,0,4,0,0,40,38,1
3181,21,2,11,9,4,2,3,4,0,0,40,38,0
3182,29,2,7,12,4,6,4,4,0,0,45,38,0
3185,35,2,9,13,2,11,0,4,0,0,60,38,1
3186,35,2,9,13,2,11,0,4,0,0,50,38,0
3189,43,3,15,10,2,6,0,4,0,0,50,38,0
3190,39,2,0,6,2,2,0,4,0,0,60,38,1
3194,28,2,11,9,0,7,3,2,0,0,35,38,0
3195,30,2,11,9,3,11,4,4,0,0,40,38,0
3196,20,2,4,3,3,4,2,4,0,0,40,25,0
3197,51,3,11,9,2,11,0,4,0,0,50,38,0
3199,62,2,15,10,2,11,0,1,0,0,40,38,1
3201,28,2,6,5,4,6,1,4,0,0,50,5,0
3202,23,2,11,9,4,11,3,1,0,0,48,34,0
3204,50,3,9,13,6,11,4,4,0,0,65,38,1
3205,31,2,5,4,4,2,4,4,0,0,40,38,0
3206,45,1,9,13,2,3,0,4,0,1977,50,38,1
3208,47,2,0,6,6,6,1,4,0,0,40,38,0
3210,32,2,7,12,2,5,0,4,0,0,40,38,0
3212,49,2,9,13,2,11,0,4,0,2415,55,38,1
3213,74,0,11,9,6,7,1,4,0,0,17,38,0
3214,22,2,15,10,4,0,3,4,0,0,35,38,0
3215,32,2,15,10,2,2,0,4,0,0,55,11,0
3216,34,2,9,13,2,4,0,4,0,0,50,38,1
3217,59,2,9,13,2,2,0,4,0,0,60,38,1
3218,36,2,9,13,2,11,0,4,0,0,50,38,1
3220,47,3,9,13,0,3,1,4,0,0,70,38,1
3221,53,1,11,9,2,7,0,4,0,2002,45,38,0
3222,25,4,15,10,4,2,4,4,0,0,35,38,0
3223,44,2,9,13,0,0,1,2,0,0,65,38,0
3225,42,4,9,13,2,4,0,4,0,1902,80,38,1
3226,58,1,0,6,2,13,0,4,0,0,40,38,0
3227,39,2,9,13,2,11,0,4,3464,0,40,38,0
3229,45,2,5,4,0,6,1,4,0,0,48,38,0
3235,36,4,5,4,2,2,0,4,0,0,35,38,0
3236,41,2,11,9,3,2,1,4,0,0,40,30,0
3237,30,2,15,10,4,9,3,4,0,0,40,25,0
3238,44,2,9,13,2,3,0,3,0,0,40,32,0
3241,41,2,15,10,5,7,1,2,0,0,40,38,0
3242,29,2,11,9,4,5,1,4,0,0,40,38,0
3243,25,2,6,5,4,6,2,4,0,0,48,25,0
3244,42,1,9,13,5,9,4,4,0,0,40,38,0
3245,48,2,15,10,2,11,0,4,3103,0,40,38,1
3246,26,2,8,11,4,11,1,4,0,0,55,38,0
3248,46,3,9,13,2,11,0,4,0,0,45,38,0
3249,38,2,9,13,2,3,0,4,0,1887,50,38,1
3250,49,5,1,7,2,0,0,4,0,0,40,38,0
3253,30,2,11,9,4,5,4,4,0,0,55,38,0
3254,49,4,11,9,2,2,0,4,0,0,40,38,1
3257,31,2,11,9,0,2,3,4,0,1669,50,38,0
3258,19,2,11,9,4,5,3,4,0,0,50,38,0
3260,34,2,9,13,2,9,0,4,0,1848,40,28,1
3261,26,2,11,9,4,2,1,4,0,0,40,38,0
3262,38,4,11,9,2,13,0,4,0,0,40,38,1
3264,36,3,7,12,5,3,1,4,0,0,50,38,0
3265,31,2,9,13,2,3,0,4,0,0,60,38,1
3266,30,2,9,13,2,12,0,4,0,0,40,38,0
3267,37,2,11,9,2,9,0,4,0,0,40,38,1
3268,30,2,9,13,4,9,1,2,0,0,50,38,1
3271,38,0,12,14,2,3,0,4,0,0,40,38,1
3272,30,2,0,6,4,2,1,4,0,0,50,38,0
3273,33,2,11,9,2,2,0,4,0,0,50,38,1
3274,52,1,9,13,2,9,0,4,7688,0,40,38,1
3277,35,2,11,9,2,2,0,4,0,0,40,38,0
3278,59,0,11,9,2,2,0,4,0,0,40,38,1
3280,27,2,15,10,4,13,1,4,0,0,48,38,0
3281,31,1,10,16,4,9,1,4,0,0,50,25,1
3282,45,2,15,10,4,4,2,4,0,0,50,38,0
3284,27,2,14,15,2,0,0,4,0,0,40,38,0
3285,19,2,11,9,4,7,3,4,0,0,20,38,0
3286,29,2,4,3,4,7,1,4,0,0,25,25,0
3287,34,3,15,10,2,4,0,4,0,0,72,38,0
3288,32,5,7,12,2,2,0,4,0,0,40,38,0
