,age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,income >50K
7197,30,2,11,9,4,0,1,4,0,0,45,38,0
7199,48,2,11,9,0,0,1,4,0,0,37,38,1
7200,35,2,5,4,0,12,4,4,0,0,40,38,0
7209,53,2,15,10,4,0,4,2,0,0,40,38,0
7220,27,2,10,16,4,0,3,4,0,0,40,38,0
7221,22,2,11,9,4,12,1,4,0,0,40,38,0
7222,29,2,11,9,2,11,5,4,0,0,40,38,1
7223,52,2,11,9,6,11,4,4,0,1762,40,38,0
7227,53,2,11,9,6,6,1,2,0,0,40,38,0
7229,41,2,9,13,5,11,4,4,0,0,30,38,0
7230,27,2,11,9,2,6,5,4,0,0,40,5,0
7232,41,2,11,9,0,12,4,4,0,0,40,38,0
7233,21,2,15,10,4,0,1,4,0,0,30,38,0
7234,58,5,11,9,3,7,4,2,0,0,40,15,0
7235,45,5,9,13,0,10,1,4,0,0,40,38,0
7237,21,2,15,10,4,0,1,4,0,0,40,38,0
7238,29,2,9,13,4,9,1,3,0,1590,40,38,0
7239,50,2,8,11,2,7,5,2,0,0,40,38,0
7241,23,2,11,9,5,5,2,4,0,0,40,38,0
7243,36,1,9,13,4,0,1,2,0,0,40,38,0
7250,49,2,15,10,0,2,1,4,0,0,40,38,0
7254,32,2,1,7,2,6,5,4,0,0,40,38,0
7256,40,2,11,9,4,0,1,4,0,0,45,38,0
7260,19,2,15,10,4,11,3,4,0,0,20,38,0
7262,31,2,11,9,4,11,1,4,0,0,40,38,0
7267,29,2,0,6,5,11,4,4,0,0,40,38,0
7269,33,2,14,15,4,9,1,4,0,0,50,38,1
7270,49,2,15,10,4,7,1,4,0,0,60,38,0
7273,27,2,11,9,5,6,3,4,0,0,40,38,0
7275,42,5,10,16,4,3,1,4,0,0,40,21,1
7278,37,2,10,16,2,9,5,4,0,0,35,38,0
7279,51,2,11,9,3,11,1,2,0,0,38,38,0
7281,53,2,11,9,4,11,1,4,0,0,40,38,0
7290,39,5,9,13,2,3,5,4,0,0,55,38,1
7293,34,2,1,7,4,7,1,4,0,0,40,20,0
7300,50,2,3,2,5,9,4,2,0,0,40,38,0
7304,23,2,9,13,2,9,5,4,0,0,40,38,0
7305,45,2,8,11,2,3,5,4,0,0,40,38,1
7308,20,2,5,4,4,6,2,4,0,0,60,25,0
7310,49,2,11,9,2,7,5,1,0,0,8,29,0
7311,64,2,11,9,0,6,1,4,0,0,40,38,0
7313,25,2,9,13,4,9,1,4,0,0,50,38,0
7315,26,2,11,9,4,8,2,4,0,1602,15,25,0
7318,24,2,11,9,0,11,4,4,0,0,30,38,0
7319,46,2,3,2,5,6,3,4,0,0,40,12,0
7328,45,2,5,4,0,6,1,2,0,0,35,38,0
7329,33,2,11,9,4,0,1,4,0,0,50,38,0
7333,21,2,15,10,4,11,3,4,0,0,20,38,0
7335,40,2,8,11,0,2,4,4,0,0,40,38,0
7336,40,2,15,10,2,11,5,4,0,0,40,38,1
7347,46,1,9,13,0,0,1,4,99999,0,40,38,1
7348,25,5,15,10,2,7,5,4,0,0,15,38,0
7358,29,2,9,13,4,0,3,4,0,0,40,31,0
7361,41,2,2,8,2,7,5,4,0,0,10,38,0
7362,34,2,15,10,2,3,5,4,0,1887,40,38,1
7363,56,2,0,6,5,7,4,4,0,0,32,38,0
7368,36,4,15,10,2,7,5,4,0,0,50,38,0
7377,41,2,15,10,0,7,1,4,0,0,36,38,1
7378,23,2,15,10,0,7,3,4,0,0,24,38,0
7381,20,2,15,10,4,9,4,4,0,0,25,38,0
7386,39,2,15,10,0,7,4,4,0,0,60,38,0
7387,32,2,11,9,2,4,5,4,0,0,40,38,0
7388,59,2,15,10,6,0,1,4,0,0,35,38,0
7400,49,2,11,9,0,7,4,4,0,0,35,38,0
7401,35,3,15,10,2,11,5,4,0,0,40,38,0
7405,55,2,7,12,0,0,4,4,0,0,40,38,0
7406,19,2,11,9,4,0,3,4,0,0,20,38,0
7408,48,2,15,10,0,3,4,4,0,0,40,38,0
7414,19,2,15,10,4,11,1,4,0,0,40,38,0
7417,23,2,9,13,4,0,1,4,0,0,23,38,0
7419,23,2,15,10,4,11,3,4,0,0,15,38,0
7421,22,5,9,13,4,0,3,4,0,0,10,38,0
7425,30,2,7,12,5,7,4,4,0,0,40,38,0
7426,62,4,15,10,6,4,4,4,0,0,50,38,0
7431,46,2,11,9,0,12,1,4,0,0,30,38,0
7433,23,1,15,10,3,0,3,4,0,0,40,12,0
7434,33,2,9,13,2,0,5,2,0,0,30,38,0
7436,21,2,15,10,4,0,3,2,0,0,20,38,0
7439,37,1,9,13,0,9,1,4,0,0,36,38,0
7443,26,2,7,12,4,3,3,2,0,0,40,38,0
7444,37,2,11,9,0,11,1,4,0,0,60,38,0
7446,33,2,11,9,0,3,4,4,0,0,40,38,0
7448,20,2,11,9,4,11,3,4,0,0,8,25,0
7449,26,2,15,10,0,0,4,4,0,0,38,38,0
7450,47,2,11,9,2,0,5,4,0,0,20,38,1
7451,17,2,1,7,4,11,3,4,0,0,20,38,0
7453,31,2,15,10,0,11,3,4,0,0,35,38,0
7458,21,2,15,10,4,0,3,4,0,0,20,38,0
7459,40,2,11,9,4,0,4,2,0,0,35,38,0
7462,29,1,11,9,2,7,5,4,2635,0,40,38,0
7466,23,2,11,9,0,8,4,4,0,0,40,38,0
7468,54,2,11,9,2,7,5,4,0,0,35,38,0
7471,19,2,0,6,4,7,1,4,0,0,40,38,0
7473,35,2,9,13,2,0,5,2,0,0,40,38,0
7474,39,2,15,10,4,0,3,4,2174,0,45,38,0
7477,26,2,15,10,4,0,1,4,0,0,40,38,0
7478,35,2,11,9,0,7,1,4,0,0,45,38,0
7482,59,2,11,9,5,7,1,4,0,0,40,38,0
7485,43,2,12,14,2,9,5,4,0,0,45,38,1
7486,24,1,9,13,4,9,1,4,0,0,40,38,0
7488,48,1,12,14,4,9,1,4,0,0,52,38,0
7491,25,2,11,9,2,7,5,4,0,0,25,25,0
7502,40,2,15,10,5,7,1,4,0,0,40,38,0
7504,26,2,0,6,2,5,5,4,0,0,40,38,0
7505,53,2,7,12,4,0,4,2,0,0,40,38,0
7511,33,2,11,9,0,0,1,4,0,0,40,38,0
7519,22,2,11,9,4,0,1,0,0,0,40,38,0
7524,49,2,11,9,6,6,4,2,0,0,40,38,0
7525,46,2,1,7,6,7,1,4,0,0,27,7,0
7528,56,2,11,9,4,0,1,4,0,0,40,38,0
7530,23,2,15,10,2,3,5,4,0,0,25,38,0
7535,36,2,9,13,0,0,4,4,0,0,40,38,0
7537,25,2,15,10,4,0,1,4,0,0,50,38,0
7543,41,1,12,14,0,9,4,4,7430,0,36,38,1
7546,54,2,15,10,0,3,1,4,0,0,40,21,0
7547,20,2,1,7,2,11,2,4,0,0,50,38,0
7550,39,2,11,9,2,0,5,4,0,0,40,38,1
7551,46,5,15,10,4,3,1,4,0,0,40,38,0
7552,35,2,9,13,5,3,4,4,0,0,42,38,0
7562,61,2,11,9,4,0,1,4,0,0,40,38,0
7563,45,2,15,10,0,11,4,4,0,0,40,38,0
7568,26,2,9,13,4,12,1,4,0,0,40,38,0
7569,19,2,1,7,4,7,2,4,0,0,15,38,0
7574,20,5,15,10,4,0,3,4,0,0,25,38,0
7578,40,2,8,11,0,0,4,4,0,0,50,38,0
7581,46,2,11,9,5,6,3,2,0,0,40,38,0
7585,19,2,11,9,4,0,3,4,0,0,25,38,0
7588,60,4,9,13,0,9,1,4,0,0,30,38,0
7589,46,1,9,13,0,9,1,4,0,1408,40,38,0
7590,38,2,5,4,2,6,5,4,0,0,50,1,1
7593,60,5,9,13,0,9,1,4,0,2339,40,38,0
7595,22,2,15,10,4,12,1,4,0,0,43,38,0
7597,48,5,15,10,4,9,1,2,0,0,24,38,0
7598,46,2,11,9,2,7,3,4,0,0,15,38,0
7604,65,1,15,10,0,3,1,4,0,0,40,38,0
7606,43,4,9,13,2,6,5,1,0,0,80,36,0
7608,22,2,15,10,4,0,3,4,0,0,40,38,0
7617,34,2,11,9,4,3,4,4,0,0,20,8,0
7618,35,2,11,9,0,7,1,4,0,0,35,38,0
7622,35,2,11,9,0,0,4,4,0,0,40,38,0
7625,32,2,15,10,4,0,1,4,0,0,40,38,0
7627,20,2,15,10,4,0,3,4,0,0,15,38,0
7628,29,2,11,9,2,0,5,4,0,0,20,38,0
7631,41,2,11,9,4,11,4,2,0,0,40,38,0
7632,27,2,15,10,4,3,1,4,0,0,65,38,0
7636,49,2,15,10,0,0,1,1,0,0,40,38,0
7637,33,1,9,13,4,9,1,2,0,0,50,38,0
7639,19,2,15,10,4,7,2,4,0,0,35,38,0
7642,62,2,11,9,6,4,4,4,0,0,40,38,0
7647,29,2,15,10,4,7,4,2,0,0,40,38,0
7652,18,2,1,7,4,11,3,2,0,0,10,38,0
7653,47,2,11,9,0,2,4,4,0,0,43,38,0
7655,37,2,7,12,2,7,5,4,0,0,25,38,0
7656,40,2,15,10,5,11,1,0,0,0,40,38,0
7658,43,2,11,9,5,7,1,4,4101,0,40,38,0
7661,18,2,2,8,4,11,3,4,0,0,20,38,0
7665,45,2,8,11,0,0,4,2,0,0,40,38,0
7666,45,4,12,14,0,9,1,4,0,0,15,38,0
7670,35,2,11,9,0,12,4,4,0,0,75,38,0
7677,44,2,11,9,4,7,3,4,0,0,24,38,0
7680,23,2,8,11,5,3,3,4,0,0,40,38,0
7692,26,1,12,14,4,9,1,4,2174,0,40,38,0
7695,51,2,15,10,0,3,1,4,0,0,50,38,1
7703,20,2,15,10,4,0,3,4,0,0,12,38,0
7704,56,2,11,9,6,11,4,4,0,0,25,25,0
7708,44,2,9,13,0,3,4,4,0,0,45,38,0
7711,42,4,15,10,2,9,3,4,0,0,25,38,0
7713,28,2,11,9,4,0,1,4,0,0,40,38,0
7715,24,2,11,9,2,6,5,4,0,0,40,38,0
7717,18,2,11,9,4,0,3,4,0,0,25,38,0
7719,69,2,15,10,6,0,1,4,2050,0,24,38,0
7729,34,2,2,8,4,0,4,4,0,0,40,38,0
7730,43,2,3,2,6,9,4,4,0,0,21,25,0
7733,42,2,15,10,2,12,5,4,0,0,40,38,1
7737,49,4,15,10,6,2,4,4,0,0,30,38,0
7744,22,2,15,10,4,0,3,4,0,0,37,38,0
7748,68,2,15,10,0,8,2,4,0,0,30,38,0
7749,56,1,9,13,0,3,4,4,0,0,40,38,0
7753,33,2,11,9,4,6,4,2,0,0,40,38,0
7754,18,2,1,7,4,11,3,4,0,0,8,25,0
7758,62,2,0,6,6,5,1,4,0,0,40,38,0
7759,41,2,11,9,0,0,4,4,0,0,52,38,0
7760,20,0,11,9,4,7,1,4,0,0,40,38,0
7766,43,2,11,9,0,0,2,4,0,0,40,38,0
7774,26,2,11,9,4,6,4,4,0,0,40,38,0
7776,27,2,11,9,0,7,1,4,0,0,40,38,0
7779,17,2,1,7,4,7,3,4,0,0,15,38,0
7782,24,2,9,13,4,11,1,4,0,0,50,38,0
7793,21,5,15,10,4,12,3,4,0,0,20,38,0
7795,28,2,7,12,0,9,1,4,0,0,40,38,0
7804,40,2,7,12,0,11,4,4,0,0,40,38,0
7810,27,4,7,12,4,9,1,4,0,0,78,38,0
7812,62,2,15,10,0,0,1,4,0,0,40,38,0
7814,26,2,9,13,4,3,1,4,0,0,50,38,0
7817,42,2,11,9,0,9,1,4,0,0,45,38,0
7820,30,2,15,10,4,11,1,4,0,0,60,38,0
7821,21,2,15,10,4,2,3,4,0,0,40,38,0
7825,70,2,15,10,6,3,1,4,0,0,12,38,0
7828,46,2,12,14,6,9,1,4,0,0,44,38,0
7829,35,0,15,10,0,3,4,1,0,0,40,29,0
7835,42,1,9,13,2,9,5,4,0,0,50,38,1
7836,26,2,0,6,4,0,1,4,2907,0,40,38,0
7841,28,2,11,9,4,3,1,4,0,0,50,38,0
7845,36,2,15,10,0,0,4,4,0,0,40,38,0
7847,22,2,15,10,4,0,1,4,0,0,30,38,0
7849,24,2,15,10,4,7,1,4,0,0,40,38,0
7852,41,2,11,9,4,0,1,4,0,0,40,38,0
7853,26,4,15,10,4,9,3,4,0,0,35,38,0
7854,25,4,15,10,4,4,3,4,0,0,50,38,0
7857,30,1,12,14,4,9,1,4,0,0,40,38,0
7873,24,2,15,10,4,12,1,4,0,0,16,38,0
7878,37,1,15,10,2,12,5,4,7298,0,36,38,1
7881,22,2,15,10,4,0,1,4,0,0,40,38,0
7887,25,2,9,13,4,3,3,4,0,0,20,38,0
7889,29,2,7,12,0,9,4,4,0,0,35,38,0
7890,30,2,6,5,2,6,5,4,0,0,40,31,0
7891,24,2,15,10,2,6,5,3,0,0,40,32,0
7895,30,2,11,9,4,7,4,4,0,0,40,38,0
7903,22,2,11,9,4,0,3,4,0,0,40,38,0
7908,33,2,11,9,4,0,4,2,0,0,40,38,0
7909,31,2,11,9,4,5,3,1,0,0,40,39,0
7912,24,2,9,13,4,11,3,4,0,0,35,38,0
7913,29,1,11,9,5,10,2,4,0,0,40,38,0
7917,22,2,9,13,4,0,3,4,0,0,60,38,0
7922,25,2,11,9,5,3,4,4,0,0,40,38,0
7923,36,2,11,9,3,0,4,4,0,0,40,38,0
7926,18,2,15,10,4,7,3,4,0,0,30,38,0
7928,44,2,15,10,4,0,3,2,0,0,40,38,0
7932,29,2,15,10,3,11,3,1,0,0,26,18,0
7933,40,2,15,10,2,0,5,4,0,0,40,38,0
7935,20,2,15,10,4,7,1,4,0,0,20,38,0
7937,19,2,15,10,4,7,3,4,0,0,16,38,0
7940,24,2,1,7,4,7,1,2,0,0,40,38,0
7945,50,2,11,9,0,6,2,4,0,0,48,38,0
7948,47,2,11,9,0,7,4,4,0,0,37,32,0
7949,46,2,9,13,0,9,4,2,0,0,32,38,0
7951,58,2,15,10,2,7,5,4,0,0,30,38,0
7952,48,2,9,13,0,9,1,2,0,0,40,38,0
7954,23,2,8,11,4,0,3,4,0,0,36,38,0
7958,50,1,9,13,4,9,3,4,0,0,40,38,1
7969,21,2,11,9,4,0,3,4,0,0,40,38,0
7970,50,4,0,6,0,11,1,4,0,0,50,38,0
7972,31,2,9,13,4,9,1,4,0,0,40,38,0
7973,31,4,9,13,2,0,5,4,0,0,20,38,0
7982,55,2,11,9,0,8,1,4,0,0,40,9,0
7991,37,2,9,13,5,9,4,4,4934,0,32,38,1
7997,35,2,9,13,0,3,4,4,0,0,40,38,0
7998,47,4,11,9,2,6,5,4,0,0,20,38,1
8001,45,2,15,10,0,0,1,4,0,0,40,38,0
8003,35,4,11,9,4,11,4,2,0,0,38,10,0
8006,19,2,11,9,4,7,3,4,0,0,15,38,0
8011,19,2,15,10,4,0,2,4,0,0,40,38,0
8012,48,2,11,9,0,7,1,4,0,0,35,38,0
8016,20,2,15,10,4,11,2,3,0,0,40,38,0
8017,33,2,15,10,5,0,4,4,0,0,40,38,0
8018,30,2,11,9,2,0,3,4,0,0,20,38,0
8020,34,2,0,6,0,7,4,4,0,0,38,38,0
8027,45,2,9,13,5,3,1,4,0,0,55,38,0
8028,47,2,11,9,0,7,3,4,0,0,32,38,0
8029,29,2,12,14,2,3,5,4,0,0,40,38,1
8031,34,2,9,13,0,9,4,4,0,0,40,38,1
8033,29,2,15,10,0,9,4,4,0,0,24,38,0
8035,48,2,1,7,5,7,1,2,0,0,35,38,0
8037,51,2,15,10,6,0,4,4,0,0,45,38,0
8040,51,2,10,16,0,2,1,4,4787,0,60,38,1
8041,32,2,15,10,4,2,1,4,0,0,40,38,0
8044,33,2,8,11,4,9,4,2,0,0,26,38,0
8049,39,2,11,9,4,11,1,4,0,0,40,30,0
8054,42,2,7,12,0,9,1,4,0,0,24,38,0
8055,30,2,7,12,2,3,5,4,0,0,50,36,1
8058,50,0,1,7,4,11,1,2,3674,0,40,38,0
8072,44,4,7,12,2,7,5,4,0,0,99,38,0
8081,30,2,14,15,4,9,1,4,0,0,45,38,0
8089,51,0,9,13,4,9,1,0,0,0,43,38,0
8090,34,2,11,9,0,13,3,4,0,0,40,38,0
8092,50,2,11,9,0,3,4,4,0,0,38,38,0
8095,24,2,11,9,4,7,3,4,0,0,30,38,0
8097,39,2,12,14,2,9,5,4,0,1902,18,38,1
8101,34,2,11,9,4,6,1,4,0,0,45,38,0
8103,37,1,15,10,0,0,4,4,0,0,40,38,0
8104,39,2,12,14,2,3,5,4,0,2415,65,38,1
8106,23,2,15,10,4,7,1,4,0,0,28,38,0
8109,20,2,2,8,0,7,1,4,0,0,10,38,0
8111,21,2,11,9,4,11,3,4,0,0,30,38,0
8118,42,2,9,13,0,3,4,4,0,0,40,38,0
8127,27,2,9,13,4,0,1,4,0,0,65,38,0
8128,57,2,11,9,4,3,1,4,0,0,45,38,0
8129,17,2,1,7,4,11,3,4,0,0,20,38,0
8130,59,1,11,9,0,0,4,4,0,0,38,38,0
8131,34,2,11,9,4,7,3,4,0,0,40,38,0
8133,31,5,7,12,4,0,3,2,0,0,45,38,0
8140,27,2,11,9,5,7,4,4,0,0,50,38,0
8141,19,2,15,10,4,11,1,4,0,0,35,38,0
8142,38,1,9,13,2,9,5,4,0,0,15,38,0
8144,34,2,9,13,2,9,5,4,0,1887,40,38,1
8146,23,2,11,9,2,6,3,4,2105,0,40,38,0
8148,24,2,9,13,4,0,1,4,0,0,40,38,0
8155,32,2,11,9,0,7,4,0,0,0,40,38,0
8156,51,1,11,9,2,3,5,4,0,0,32,38,0
8161,57,2,7,12,6,0,1,4,0,0,35,38,0
8165,42,2,11,9,5,0,4,4,0,0,35,33,0
8167,53,1,12,14,4,3,1,4,14344,0,50,38,1
8173,42,2,9,13,4,9,1,4,0,1564,38,38,1
8180,58,2,2,8,2,7,5,4,0,0,24,38,0
8181,20,2,7,12,4,7,3,4,0,2205,18,38,0
8187,68,2,8,11,6,3,1,4,0,0,40,38,0
8190,23,2,11,9,4,2,4,4,0,0,33,38,0
8191,40,1,12,14,4,0,1,4,0,1876,35,38,0
8192,45,4,15,10,4,11,3,4,0,0,35,38,0
8197,23,2,11,9,2,11,5,4,0,0,40,38,0
8203,20,2,15,10,4,8,3,4,0,0,20,38,0
8210,31,2,15,10,0,0,1,4,0,0,45,38,0
8212,32,2,15,10,0,3,4,4,0,0,42,38,0
8215,22,2,11,9,4,7,3,4,0,0,35,38,0
8218,65,2,11,9,0,0,4,4,0,2206,59,1,0
8219,39,2,11,9,2,2,5,2,0,0,45,38,0
8220,48,2,15,10,2,0,5,4,0,0,37,38,0
8221,20,2,15,10,4,7,1,4,0,0,40,38,0
8232,26,1,9,13,4,9,1,4,4865,0,35,38,0
8233,37,5,11,9,4,7,3,4,0,0,40,38,0
8235,26,4,0,6,4,9,1,4,0,0,32,38,0
8242,29,2,9,13,4,0,3,4,0,0,40,38,0
8246,30,0,11,9,4,0,1,2,0,0,50,38,0
8247,43,1,15,10,0,0,1,4,0,0,40,38,0
8251,49,5,12,14,0,9,4,2,7430,0,40,38,1
8254,39,2,11,9,6,0,3,4,0,0,40,38,0
8257,19,2,15,10,4,0,3,4,0,0,40,32,0
8261,40,2,11,9,0,11,1,4,0,0,40,38,0
8265,24,2,9,13,4,0,3,4,0,0,40,38,0
8269,62,1,9,13,2,0,5,4,0,1258,38,38,0
8271,45,2,15,10,0,6,4,4,0,0,40,38,0
8274,56,2,11,9,0,7,4,2,0,0,40,22,0
8275,28,2,11,9,4,4,4,4,0,0,35,38,0
8277,43,2,11,9,0,7,1,4,0,0,35,38,0
8280,55,1,10,16,4,9,1,4,0,0,60,38,0
8281,48,5,9,13,4,3,1,4,0,0,50,38,0
8292,57,2,5,4,6,6,4,2,0,0,40,38,0
8293,73,2,11,9,6,7,2,4,0,0,12,38,0
8300,25,2,11,9,4,0,3,4,0,0,40,38,0
8302,26,2,0,6,2,0,5,4,0,0,40,38,0
8305,58,2,6,5,0,7,4,4,0,0,40,38,0
8306,25,2,15,10,4,11,3,4,0,0,40,38,0
8307,29,2,11,9,2,11,5,4,0,0,18,38,0
8309,46,2,11,9,0,3,1,4,0,0,60,38,0
8310,69,2,3,2,6,8,1,2,0,0,4,38,0
8311,69,2,11,9,6,0,1,4,1848,0,40,38,0
8312,28,2,11,9,4,7,3,2,0,0,40,38,0
8314,54,5,11,9,5,0,4,2,3887,0,35,38,0
8317,17,2,11,9,4,11,3,4,0,0,20,38,0
8320,57,2,11,9,2,3,5,4,0,0,38,38,0
8326,20,2,11,9,4,0,3,4,0,0,30,38,0
8328,46,2,9,13,4,9,1,4,0,0,40,38,0
8329,54,2,11,9,5,0,4,4,0,0,38,32,0
8330,53,2,15,10,5,3,4,0,0,0,15,38,0
8334,61,2,11,9,2,0,5,2,0,0,40,38,0
8335,56,5,15,10,0,0,1,4,0,0,35,38,0
8336,59,2,11,9,0,7,4,4,0,0,40,38,0
8339,46,2,11,9,2,0,5,4,0,0,40,38,1
8341,48,2,11,9,4,9,4,2,0,0,28,38,0
8343,21,2,15,10,4,5,3,4,0,0,40,38,0
8344,27,2,11,9,0,0,4,4,0,0,45,38,0
8347,45,1,15,10,0,0,1,4,0,0,38,38,0
8349,46,5,11,9,4,7,1,2,0,0,40,38,0
8352,17,2,1,7,4,11,3,4,0,0,30,38,0
8357,39,1,11,9,4,0,3,4,0,0,35,38,0
8358,42,2,11,9,0,7,4,4,0,0,30,38,0
8360,45,2,11,9,0,12,1,4,0,0,50,38,1
8363,39,2,14,15,2,3,5,4,15024,0,47,38,1
8371,43,2,15,10,4,7,1,4,0,0,40,38,0
8376,24,2,11,9,4,7,3,4,0,0,40,25,0
8380,34,0,15,10,4,0,1,2,0,0,72,38,0
8382,41,2,11,9,4,0,1,4,0,0,40,38,0
8383,31,5,7,12,4,0,1,4,3325,0,35,38,0
8384,22,2,15,10,4,11,3,4,0,0,30,38,0
8385,60,2,11,9,6,7,4,2,0,0,40,38,0
8386,29,2,7,12,0,9,1,4,0,0,36,38,0
8388,35,5,9,13,4,3,1,1,2977,0,45,38,0
8392,30,2,7,12,2,13,5,4,0,1485,37,38,1
8395,21,2,11,9,4,11,1,4,0,0,33,38,0
8403,41,2,15,10,0,0,4,4,0,0,40,38,0
8404,43,2,9,13,0,0,1,4,0,0,40,38,0
8406,65,1,15,10,0,0,1,4,0,0,28,38,0
8408,28,2,9,13,4,0,1,4,0,0,40,38,0
8410,45,2,15,10,4,2,1,4,0,0,80,38,0
8415,20,2,9,13,4,11,2,2,0,0,30,38,0
8417,36,2,11,9,6,5,4,4,0,0,30,38,0
8421,47,4,15,10,0,3,1,4,0,0,65,38,0
8423,32,2,11,9,2,3,5,4,0,0,48,38,0
8424,34,5,12,14,4,9,4,2,0,0,24,38,0
8428,49,2,6,5,0,5,1,4,0,0,40,38,0
8430,26,2,7,12,4,9,1,4,0,0,40,38,0
8438,41,2,7,12,4,0,1,3,0,0,50,38,0
8439,37,2,8,11,0,9,4,4,0,0,40,38,0
8444,39,5,9,13,4,3,1,4,0,0,40,38,0
8445,24,2,15,10,4,0,3,2,0,0,20,38,0
8450,52,2,11,9,4,9,4,4,0,323,40,38,0
8452,72,2,11,9,6,8,4,4,0,0,12,4,0
8454,30,2,9,13,1,3,5,4,0,0,40,38,1
8456,26,2,11,9,5,12,3,4,0,0,40,38,0
8464,30,2,11,9,0,3,4,4,0,0,40,38,0
8465,38,5,11,9,4,7,4,2,0,0,40,38,0
8466,25,2,4,3,4,0,1,4,0,0,33,25,0
8468,43,2,8,11,2,0,5,4,0,0,40,38,1
8475,47,2,11,9,0,3,4,4,0,0,45,38,0
8481,27,2,15,10,4,7,3,4,0,0,30,38,0
8484,36,5,9,13,4,0,1,4,0,0,40,38,0
8487,39,2,15,10,0,12,1,4,0,0,40,30,0
8493,49,2,11,9,0,7,1,2,0,0,40,38,0
8497,35,2,9,13,4,9,1,1,0,0,40,29,1
8501,19,2,15,10,4,7,3,4,0,0,15,38,0
8504,49,2,9,13,4,9,4,4,0,0,40,38,0
8507,34,1,15,10,0,0,4,4,0,0,35,38,0
8508,54,5,12,14,3,9,1,1,0,0,40,2,0
8512,23,2,11,9,4,0,4,4,0,0,40,38,0
8514,21,2,7,12,4,7,3,4,0,0,9,38,0
8515,18,2,2,8,4,7,3,4,0,0,32,38,0
8516,18,2,6,5,4,11,3,3,0,0,32,38,0
8519,41,2,11,9,5,6,2,2,0,0,40,38,0
8521,61,2,0,6,0,7,1,2,0,0,24,38,0
8527,23,2,15,10,4,0,1,4,3674,0,40,38,0
8528,64,2,15,10,4,0,1,4,0,0,40,38,0
8529,70,1,12,14,4,9,4,4,7896,0,50,38,1
8530,28,1,7,12,4,0,1,4,0,1980,40,38,0
8537,32,2,11,9,4,7,3,4,0,0,35,38,0
8538,27,2,9,13,2,12,5,4,0,0,40,38,1
8539,22,2,15,10,4,11,1,4,0,0,40,38,0
8545,45,2,15,10,6,3,4,4,0,0,55,38,0
8546,19,2,15,10,3,11,3,4,0,1602,40,38,0
8549,29,2,9,13,4,3,1,4,0,0,45,38,0
8553,20,2,8,11,4,7,3,4,0,0,20,38,0
8567,57,2,11,9,2,0,5,4,0,0,40,38,0
8571,42,2,11,9,2,0,5,4,0,0,40,38,0
8576,44,1,14,15,5,9,4,4,0,0,40,38,0
8580,29,4,8,11,4,0,1,4,2174,0,40,38,0
8583,49,2,11,9,0,7,4,4,0,0,40,38,0
8585,38,2,15,10,0,0,4,4,5721,0,44,38,0
8587,20,2,11,9,4,7,3,4,0,0,40,25,0
8588,40,2,9,13,0,2,3,4,0,0,40,38,0
8589,25,2,9,13,4,9,1,4,0,0,40,38,0
8590,27,2,15,10,0,12,1,4,0,0,40,38,0
8592,37,2,11,9,2,7,5,4,0,0,20,38,0
8595,38,4,11,9,5,7,4,4,0,0,40,38,0
8596,42,2,9,13,0,3,4,4,0,0,40,38,0
8603,62,1,5,4,6,7,1,2,0,0,35,38,0
8609,59,1,12,14,0,9,1,4,0,0,40,38,0
8615,33,2,0,6,4,6,1,4,0,0,45,38,0
8617,33,0,14,15,4,9,1,4,0,0,65,38,1
8622,21,2,15,10,4,11,3,4,0,0,20,38,0
8623,23,2,9,13,4,9,3,4,0,0,21,38,0
8624,32,2,9,13,4,3,1,4,0,0,40,38,0
8627,70,2,11,9,6,0,4,4,0,0,5,38,0
8629,53,2,12,14,0,11,1,4,0,0,40,38,0
8639,31,2,11,9,0,0,1,4,0,0,40,10,0
8644,42,2,15,10,4,6,4,2,0,0,40,38,0
8647,25,2,8,11,4,12,4,2,0,0,40,38,0
8648,21,2,15,10,4,3,3,4,0,0,40,38,0
8649,31,2,11,9,3,8,2,2,0,0,60,22,0
8650,36,1,8,11,4,9,1,4,0,0,40,38,0
8652,44,2,9,13,0,0,4,4,0,0,32,38,0
8661,37,2,15,10,0,3,4,4,0,0,60,38,0
8663,35,5,15,10,0,0,4,4,0,0,15,38,0
8664,43,0,9,13,0,0,4,4,0,0,40,38,0
8670,22,2,15,10,2,0,5,0,0,0,44,38,0
8672,61,2,0,6,0,11,4,4,0,0,40,38,0
8676,27,2,9,13,4,9,1,4,0,0,40,38,0
8678,32,2,11,9,4,6,3,2,0,1602,20,38,0
8682,37,1,9,13,2,9,5,4,0,0,30,38,1
8683,58,2,11,9,6,0,1,4,0,0,37,38,0
8685,33,2,15,10,0,7,4,4,0,0,40,38,0
8687,58,2,9,13,0,2,3,4,0,0,20,38,0
8695,23,2,11,9,4,7,3,4,0,0,40,38,0
8699,48,1,12,14,0,3,4,2,9562,0,40,38,1
8701,19,1,11,9,4,2,2,2,0,0,40,38,0
8702,45,2,9,13,0,3,3,4,0,0,40,38,0
8703,34,2,15,10,4,9,1,4,0,0,40,38,0
8706,33,2,8,11,0,7,4,4,0,0,40,38,0
8707,24,2,9,13,4,3,1,4,0,0,40,38,0
8708,30,1,9,13,4,9,3,4,0,0,15,38,0
8713,55,2,8,11,2,9,5,4,0,0,20,38,0
